BioSample	collection_date	country	host_species	drug_resistance
SAMN02360616		South Korea	Homo sapiens	
SAMN02360617		South Korea	Homo sapiens	
SAMN02360618		South Korea	Homo sapiens	
SAMN02360619		South Korea	Homo sapiens	
SAMN02364088		Taiwan	Homo sapiens	
SAMN02364089		Taiwan	Homo sapiens	
SAMN02364090		Taiwan	Homo sapiens	
SAMN02364091		Taiwan	Homo sapiens	
SAMN02364092		Taiwan	Homo sapiens	
SAMN02364093		Taiwan	Homo sapiens	
SAMN02364094		Taiwan	Homo sapiens	
SAMN02364095		Taiwan	Homo sapiens	
SAMN02380981		Uganda	Homo sapiens	
SAMN02380982		Uganda	Homo sapiens	
SAMN02380983		Uganda	Homo sapiens	
SAMN02380984		Uganda	Homo sapiens	
SAMN02380986		Uganda	Homo sapiens	
SAMN02380988		Uganda	Homo sapiens	
SAMN02380989		Uganda	Homo sapiens	
SAMN02380990		Uganda	Homo sapiens	
SAMN02380991		Uganda	Homo sapiens	
SAMN02380992		Uganda	Homo sapiens	
SAMN02380993		Uganda	Homo sapiens	
SAMN02380995		Uganda	Homo sapiens	
SAMN02380996		Uganda	Homo sapiens	
SAMN02380997		Uganda	Homo sapiens	
SAMN02380998		Uganda	Homo sapiens	
SAMN02380999		Uganda	Homo sapiens	
SAMN02381000		Uganda	Homo sapiens	
SAMN02381001		Uganda	Homo sapiens	
SAMN02381002		Uganda	Homo sapiens	
SAMN02381003		Uganda	Homo sapiens	
SAMN02381004		Uganda	Homo sapiens	
SAMN02381005		Uganda	Homo sapiens	
SAMN02381006		Uganda	Homo sapiens	
SAMN02381007		Uganda	Homo sapiens	
SAMN02381008		Uganda	Homo sapiens	
SAMN02381009		Uganda	Homo sapiens	
SAMN02381010		Uganda	Homo sapiens	
SAMN02381011		Uganda	Homo sapiens	
SAMN02381012		Uganda	Homo sapiens	
SAMN02381013		Uganda	Homo sapiens	
SAMN02381014		Uganda	Homo sapiens	
SAMN02381015		Uganda	Homo sapiens	
SAMN02381016		Uganda	Homo sapiens	
SAMN02381017		Uganda	Homo sapiens	
SAMN02381018		Uganda	Homo sapiens	
SAMN02381019		Uganda	Homo sapiens	
SAMN02381020		Uganda	Homo sapiens	
SAMN02381021		Uganda	Homo sapiens	
SAMN02381022		Uganda	Homo sapiens	
SAMN02381023		Uganda	Homo sapiens	
SAMN02381024		Uganda	Homo sapiens	
SAMN02381025		Uganda	Homo sapiens	
SAMN02381026		Uganda	Homo sapiens	
SAMN02381027		Uganda	Homo sapiens	
SAMN02381028		Uganda	Homo sapiens	
SAMN02381029		Uganda	Homo sapiens	
SAMN02381030		Uganda	Homo sapiens	
SAMN02381031		Uganda	Homo sapiens	
SAMN02381032		Uganda	Homo sapiens	
SAMN02381033		Uganda	Homo sapiens	
SAMN02381034		Uganda	Homo sapiens	
SAMN02381035		Uganda	Homo sapiens	
SAMN02381036		Uganda	Homo sapiens	
SAMN02381037		Uganda	Homo sapiens	
SAMN02381039		Uganda	Homo sapiens	
SAMN02381040		Uganda	Homo sapiens	
SAMN02381041		Uganda	Homo sapiens	
SAMN02381042		Uganda	Homo sapiens	
SAMN02381044		Uganda	Homo sapiens	
SAMN02381045		Uganda	Homo sapiens	
SAMN02381046		Uganda	Homo sapiens	
SAMN02381047		Uganda	Homo sapiens	
SAMN02381048		Uganda	Homo sapiens	
SAMN02381049		Uganda	Homo sapiens	
SAMN02381050		Uganda	Homo sapiens	
SAMN02381051		Uganda	Homo sapiens	
SAMN02381052		Uganda	Homo sapiens	
SAMN02402660		Taiwan	Homo sapiens	
SAMN02403442		South Africa	Homo sapiens	
SAMN02403443		South Africa	Homo sapiens	
SAMN02403444		South Africa	Homo sapiens	
SAMN02403445		South Africa	Homo sapiens	
SAMN02403446		South Africa	Homo sapiens	
SAMN02403447		South Africa	Homo sapiens	
SAMN02403448		South Africa	Homo sapiens	
SAMN02403449		South Africa	Homo sapiens	
SAMN02403450		South Africa	Homo sapiens	
SAMN02403451		South Africa	Homo sapiens	
SAMN02403452		South Africa	Homo sapiens	
SAMN02403453		South Africa	Homo sapiens	
SAMN02403454		South Africa	Homo sapiens	
SAMN02403455		South Africa	Homo sapiens	
SAMN02403456		South Africa	Homo sapiens	
SAMN02403457		South Africa	Homo sapiens	
SAMN02403458		South Africa	Homo sapiens	
SAMN02403459		South Africa	Homo sapiens	
SAMN02403460		South Africa	Homo sapiens	
SAMN02403461		South Africa	Homo sapiens	
SAMN02403462		South Africa	Homo sapiens	
SAMN02403463		South Africa	Homo sapiens	
SAMN02403464		South Africa	Homo sapiens	
SAMN02403465		South Africa	Homo sapiens	
SAMN02403466		South Africa	Homo sapiens	
SAMN02403467		South Africa	Homo sapiens	
SAMN02403468		South Africa	Homo sapiens	
SAMN02403469		South Africa	Homo sapiens	
SAMN02403470		South Africa	Homo sapiens	
SAMN02403471		South Africa	Homo sapiens	
SAMN02403472		South Africa	Homo sapiens	
SAMN02403473		South Africa	Homo sapiens	
SAMN02403474		South Africa	Homo sapiens	
SAMN02403475		South Africa	Homo sapiens	
SAMN02403476		South Africa	Homo sapiens	
SAMN02403477		South Africa	Homo sapiens	
SAMN02403478		South Africa	Homo sapiens	
SAMN02403479		South Africa	Homo sapiens	
SAMN02403480		South Africa	Homo sapiens	
SAMN02403481		South Africa	Homo sapiens	
SAMN02403482		South Africa	Homo sapiens	
SAMN02403483		South Africa	Homo sapiens	
SAMN02403484		South Africa	Homo sapiens	
SAMN02403485		South Africa	Homo sapiens	
SAMN02403486		South Africa	Homo sapiens	
SAMN02403487		South Africa	Homo sapiens	
SAMN02403489		South Africa	Homo sapiens	
SAMN02403490		South Africa	Homo sapiens	
SAMN02403491		South Africa	Homo sapiens	
SAMN02403492		South Africa	Homo sapiens	
SAMN02403493		South Africa	Homo sapiens	
SAMN02403494		South Africa	Homo sapiens	
SAMN02403495		South Africa	Homo sapiens	
SAMN02403496		South Africa	Homo sapiens	
SAMN02403497		South Africa	Homo sapiens	
SAMN02403498		South Africa	Homo sapiens	
SAMN02403499		South Africa	Homo sapiens	
SAMN02403500		South Africa	Homo sapiens	
SAMN02403501		South Africa	Homo sapiens	
SAMN02403502		South Africa	Homo sapiens	
SAMN02403503		South Africa	Homo sapiens	
SAMN02403504		South Africa	Homo sapiens	
SAMN02403505		South Africa	Homo sapiens	
SAMN02403507		South Africa	Homo sapiens	
SAMN02403508		South Africa	Homo sapiens	
SAMN02403509		South Africa	Homo sapiens	
SAMN02403510		South Africa	Homo sapiens	
SAMN02403511		South Africa	Homo sapiens	
SAMN02403512		South Africa	Homo sapiens	
SAMN02403513		South Africa	Homo sapiens	
SAMN02403514		South Africa	Homo sapiens	
SAMN02403515		South Africa	Homo sapiens	
SAMN02403516		South Africa	Homo sapiens	
SAMN02403517		South Africa	Homo sapiens	
SAMN02403518		South Africa	Homo sapiens	
SAMN02403519		South Africa	Homo sapiens	
SAMN02403520		South Africa	Homo sapiens	
SAMN02403521		South Africa	Homo sapiens	
SAMN02403522		South Africa	Homo sapiens	
SAMN02403523		South Africa	Homo sapiens	
SAMN02403524		South Africa	Homo sapiens	
SAMN02403525		South Africa	Homo sapiens	
SAMN02403526		South Africa	Homo sapiens	
SAMN02403527		South Africa	Homo sapiens	
SAMN02403528		South Africa	Homo sapiens	
SAMN02403529		South Africa	Homo sapiens	
SAMN02403530		South Africa	Homo sapiens	
SAMN02403531		South Africa	Homo sapiens	
SAMN02403532		South Africa	Homo sapiens	
SAMN02403533		South Africa	Homo sapiens	
SAMN02403534		South Africa	Homo sapiens	
SAMN02403535		South Africa	Homo sapiens	
SAMN02403536		South Africa	Homo sapiens	
SAMN02403537		South Africa	Homo sapiens	
SAMN02403538		South Africa	Homo sapiens	
SAMN02403539		South Africa	Homo sapiens	
SAMN02403540		South Africa	Homo sapiens	
SAMN02403541		South Africa	Homo sapiens	
SAMN02403542		South Africa	Homo sapiens	
SAMN02403543		South Africa	Homo sapiens	
SAMN02403544		South Africa	Homo sapiens	
SAMN02403545		South Africa	Homo sapiens	
SAMN02403546		South Africa	Homo sapiens	
SAMN02403547		South Africa	Homo sapiens	
SAMN02403548		South Africa	Homo sapiens	
SAMN02403549		South Africa	Homo sapiens	
SAMN02403550		South Africa	Homo sapiens	
SAMN02403551		South Africa	Homo sapiens	
SAMN02403552		South Africa	Homo sapiens	
SAMN02403554		South Africa	Homo sapiens	
SAMN02403555		South Africa	Homo sapiens	
SAMN02403558		South Africa	Homo sapiens	
SAMN02403559		South Africa	Homo sapiens	
SAMN02403560		South Africa	Homo sapiens	
SAMN02403561		South Africa	Homo sapiens	
SAMN02403562		South Africa	Homo sapiens	
SAMN02403563		South Africa	Homo sapiens	
SAMN02403564		South Africa	Homo sapiens	
SAMN02403565		South Africa	Homo sapiens	
SAMN02403566		South Africa	Homo sapiens	
SAMN02403567		South Africa	Homo sapiens	
SAMN02403568		South Africa	Homo sapiens	
SAMN02403569		South Africa	Homo sapiens	
SAMN02403570		South Africa	Homo sapiens	
SAMN02403571		South Africa	Homo sapiens	
SAMN02403572		South Africa	Homo sapiens	
SAMN02403573		South Africa	Homo sapiens	
SAMN02403574		South Africa	Homo sapiens	
SAMN02403575		South Africa	Homo sapiens	
SAMN02403576		South Africa	Homo sapiens	
SAMN02403577		South Africa	Homo sapiens	
SAMN02403578		South Africa	Homo sapiens	
SAMN02403579		South Africa	Homo sapiens	
SAMN02403580		South Africa	Homo sapiens	
SAMN02403581		South Africa	Homo sapiens	
SAMN02403582		South Africa	Homo sapiens	
SAMN02403583		South Africa	Homo sapiens	
SAMN02403584		South Africa	Homo sapiens	
SAMN02403585		South Africa	Homo sapiens	
SAMN02403586		South Africa	Homo sapiens	
SAMN02403587		South Africa	Homo sapiens	
SAMN02403588		South Africa	Homo sapiens	
SAMN02403589		South Africa	Homo sapiens	
SAMN02403590		South Africa	Homo sapiens	
SAMN02403591		South Africa	Homo sapiens	
SAMN02403592		South Africa	Homo sapiens	
SAMN02403593		South Africa	Homo sapiens	
SAMN02403594		South Africa	Homo sapiens	
SAMN02403595		South Africa	Homo sapiens	
SAMN02403596		South Africa	Homo sapiens	
SAMN02403597		South Africa	Homo sapiens	
SAMN02403598		South Africa	Homo sapiens	
SAMN02403599		South Africa	Homo sapiens	
SAMN02403600		South Africa	Homo sapiens	
SAMN02403601		South Africa	Homo sapiens	
SAMN02403602		South Africa	Homo sapiens	
SAMN02403603		South Africa	Homo sapiens	
SAMN02403604		South Africa	Homo sapiens	
SAMN02403605		South Africa	Homo sapiens	
SAMN02403606		South Africa	Homo sapiens	
SAMN02403607		South Africa	Homo sapiens	
SAMN02403608		South Africa	Homo sapiens	
SAMN02403609		South Africa	Homo sapiens	
SAMN02403610		South Africa	Homo sapiens	
SAMN02403611		South Africa	Homo sapiens	
SAMN02403612		South Africa	Homo sapiens	
SAMN02403613		South Africa	Homo sapiens	
SAMN02403614		South Africa	Homo sapiens	
SAMN02403615		South Africa	Homo sapiens	
SAMN02403616		South Africa	Homo sapiens	
SAMN02403617		South Africa	Homo sapiens	
SAMN02403618		South Africa	Homo sapiens	
SAMN02403619		South Africa	Homo sapiens	
SAMN02403620		South Africa	Homo sapiens	
SAMN02403621		South Africa	Homo sapiens	
SAMN02403622		South Africa	Homo sapiens	
SAMN02403623		South Africa	Homo sapiens	
SAMN02403625		South Africa	Homo sapiens	
SAMN02403628		South Africa	Homo sapiens	
SAMN02403629		South Africa	Homo sapiens	
SAMN02403630		South Africa	Homo sapiens	
SAMN02403631		South Africa	Homo sapiens	
SAMN02403632		South Africa	Homo sapiens	
SAMN02403633		South Africa	Homo sapiens	
SAMN02403634		South Africa	Homo sapiens	
SAMN02403635		South Africa	Homo sapiens	
SAMN02403636		South Africa	Homo sapiens	
SAMN02403637		South Africa	Homo sapiens	
SAMN02403638		South Africa	Homo sapiens	
SAMN02471040		South Africa		multidrug-resistant
SAMN02471041		South Africa		multidrug-resistant
SAMN02471042		Panama	Homo sapiens	
SAMN02471063		Panama	Homo sapiens	
SAMN02471064		Panama	Homo sapiens	
SAMN02471065		Panama	Homo sapiens	
SAMN02471068		Panama	Homo sapiens	
SAMN02471069		Panama	Homo sapiens	
SAMN02471079		Panama	Homo sapiens	
SAMN02471085		Panama		multidrug-resistant
SAMN02471088		USA		
SAMN02471089		South Africa		multidrug-resistant
SAMN02471090		South Africa		multidrug-resistant
SAMN02471103		Panama	Homo sapiens	
SAMN02471107		South Africa		sensitive
SAMN02471108		Panama	Homo sapiens	
SAMN02471113		Panama	Homo sapiens	
SAMN02472033		Sweden	Homo sapiens	
SAMN02472040		Sweden	Homo sapiens	
SAMN02472041		Sweden	Homo sapiens	
SAMN02567661		Uganda	Homo sapiens	
SAMN02567662		Uganda	Homo sapiens	
SAMN02567670		Uganda	Homo sapiens	
SAMN02567672		Uganda	Homo sapiens	
SAMN02567673		Uganda	Homo sapiens	
SAMN02567674		Uganda	Homo sapiens	
SAMN02567676		Uganda	Homo sapiens	
SAMN02567677		Uganda	Homo sapiens	
SAMN02567678		Uganda	Homo sapiens	
SAMN02567679		Uganda	Homo sapiens	
SAMN02567680		Uganda	Homo sapiens	
SAMN02567682		Uganda	Homo sapiens	
SAMN02567683		Uganda	Homo sapiens	
SAMN02567684		Uganda	Homo sapiens	
SAMN02567685		Uganda	Homo sapiens	
SAMN02603755		Russia		
SAMN02604104		Mexico		
SAMN02628494		Iran	Homo sapiens	
SAMN02951936		China	Homo sapiens	
SAMN03081422		South Africa	Homo sapiens	sensitive
SAMN04159245		Malaysia	Homo sapiens	
SAMN04159257		Malaysia	Homo sapiens	
SAMN04247103		China	Homo sapiens	
SAMN05362535		South Africa	Procavia capensis	
SAMN05362569		Sweden	Suricata suricatta	
SAMN05362572		South Africa	Procavia capensis	
SAMN05362621		South Africa	Procavia capensis	
SAMN05791985		Denmark	Homo sapiens	
SAMN06189364		Russia	Homo sapiens	
SAMN06462277		Senegal	Homo sapiens	
SAMN06462278		USA	Bos taurus	
SAMN07312468		USA	Homo sapiens	
SAMN07570350		Missing	Homo sapiens	
