BioSample	collection_date	country	host_species	drug_resistance
SAMEA1707210	2010	Russia	Homo sapiens	
SAMEA1707213	2010	Russia	Homo sapiens	
SAMEA1707215	2010	Russia	Homo sapiens	
SAMEA1707217	2010	Russia	Homo sapiens	
SAMEA1707218	2010	Russia	Homo sapiens	
SAMEA1707221	2010	Russia	Homo sapiens	
SAMEA1707223	2010	Russia	Homo sapiens	
SAMEA1707225	2010	Russia	Homo sapiens	
SAMEA1707226	2009	Russia	Homo sapiens	
SAMEA1707229	2010	Russia	Homo sapiens	
SAMEA1707230	2010	Russia	Homo sapiens	
SAMEA1707231	2009	Russia	Homo sapiens	
SAMEA1707233	2010	Russia	Homo sapiens	
SAMEA1707234	2010	Russia	Homo sapiens	
SAMEA1707235	2010	Russia	Homo sapiens	
SAMEA1707237	2010	Russia	Homo sapiens	
SAMEA1707239	2010	Russia	Homo sapiens	
SAMEA1707240	2010	Russia	Homo sapiens	
SAMEA1707242	2008	Russia	Homo sapiens	
SAMEA1707244	2010	Russia	Homo sapiens	
SAMEA1707246	2010	Russia	Homo sapiens	
SAMEA1707250	2010	Russia	Homo sapiens	
SAMEA1707252	2010	Russia	Homo sapiens	
SAMEA1707253	2010	Russia	Homo sapiens	
SAMEA1707257	2009	Russia	Homo sapiens	
SAMEA1707258	2010	Russia	Homo sapiens	
SAMEA1707261	2010	Russia	Homo sapiens	
SAMEA1707263	2010	Russia	Homo sapiens	
SAMEA1707264	2010	Russia	Homo sapiens	
SAMEA1707266	2009	Russia	Homo sapiens	
SAMEA1707267	2010	Russia	Homo sapiens	
SAMEA1707269	2010	Russia	Homo sapiens	
SAMEA1707270	2010	Russia	Homo sapiens	
SAMEA1707271	2010	Russia	Homo sapiens	
SAMEA1707272	2010	Russia	Homo sapiens	
SAMEA1707274	2010	Russia	Homo sapiens	
SAMEA1707275	2010	Russia	Homo sapiens	
SAMEA1707277	2010	Russia	Homo sapiens	
SAMEA1707278	2010	Russia	Homo sapiens	
SAMEA1707279	2010	Russia	Homo sapiens	
SAMEA1707280	2010	Russia	Homo sapiens	
SAMEA1707282	2010	Russia	Homo sapiens	
SAMEA1707284	2009	Russia	Homo sapiens	
SAMEA1707286	2008	Russia	Homo sapiens	
SAMEA1707287	2008	Russia	Homo sapiens	
SAMEA1707288	2010	Russia	Homo sapiens	
SAMEA1707290	2009	Russia	Homo sapiens	
SAMEA1707291	2010	Russia	Homo sapiens	
SAMEA1707292	2010	Russia	Homo sapiens	
SAMEA1707293	2010	Russia	Homo sapiens	
SAMEA1707295	2010	Russia	Homo sapiens	
SAMEA1707296	2009	Russia	Homo sapiens	
SAMEA1707298	2008	Russia	Homo sapiens	
SAMEA1707299	2010	Russia	Homo sapiens	
SAMEA1707300	2009	Russia	Homo sapiens	
SAMEA1707302	2010	Russia	Homo sapiens	
SAMEA1707304	2010	Russia	Homo sapiens	
SAMEA1707305	2010	Russia	Homo sapiens	
SAMEA1707307	2010	Russia	Homo sapiens	
SAMEA1707308	2008	Russia	Homo sapiens	
SAMEA1707310	2010	Russia	Homo sapiens	
SAMEA1707311	2010	Russia	Homo sapiens	
SAMEA1707312	2010	Russia	Homo sapiens	
SAMEA1707313	2010	Russia	Homo sapiens	
SAMEA1707315	2008	Russia	Homo sapiens	
SAMEA1707316	2010	Russia	Homo sapiens	
SAMEA1707317	2010	Russia	Homo sapiens	
SAMEA1707318	2008	Russia	Homo sapiens	
SAMEA1707320	2008	Russia	Homo sapiens	
SAMEA1707323	2010	Russia	Homo sapiens	
SAMEA1707325	2009	Russia	Homo sapiens	
SAMEA1707327	2010	Russia	Homo sapiens	
SAMEA1707329	2010	Russia	Homo sapiens	
SAMEA1707330	2010	Russia	Homo sapiens	
SAMEA1707331	2008	Russia	Homo sapiens	
SAMEA1707332	2008	Russia	Homo sapiens	
SAMEA1707334	2010	Russia	Homo sapiens	
SAMEA1707335	2010	Russia	Homo sapiens	
SAMEA1707337	2010	Russia	Homo sapiens	
SAMEA1707338	2010	Russia	Homo sapiens	
SAMEA1707339	2009	Russia	Homo sapiens	
SAMEA1707340	2008	Russia	Homo sapiens	
SAMEA1707342	2010	Russia	Homo sapiens	
SAMEA1707344	2010	Russia	Homo sapiens	
SAMEA1707346	2009	Russia	Homo sapiens	
SAMEA1707347	2009	Russia	Homo sapiens	
SAMEA1707348	2008	Russia	Homo sapiens	
SAMEA1707351	2010	Russia	Homo sapiens	
SAMEA1707352	2010	Russia	Homo sapiens	
SAMEA1707353	2010	Russia	Homo sapiens	
SAMEA1707355	2009	Russia	Homo sapiens	
SAMEA1707356	2008	Russia	Homo sapiens	
SAMEA1707358	2008	Russia	Homo sapiens	
SAMEA1707359	2008	Russia	Homo sapiens	
SAMEA1707360	2010	Russia	Homo sapiens	
SAMEA1707361	2010	Russia	Homo sapiens	
SAMEA1707362	2008	Russia	Homo sapiens	
SAMEA1707364	2009	Russia	Homo sapiens	
SAMEA1707366	2010	Russia	Homo sapiens	
SAMEA1707368	2008	Russia	Homo sapiens	
SAMEA1707370	2010	Russia	Homo sapiens	
SAMEA1707373	2010	Russia	Homo sapiens	
SAMEA1707375	2008	Russia	Homo sapiens	
SAMEA1707377	2010	Russia	Homo sapiens	
SAMEA1707379	2009	Russia	Homo sapiens	
SAMEA1707380	2010	Russia	Homo sapiens	
SAMEA1707383	2010	Russia	Homo sapiens	
SAMEA1707384	2008	Russia	Homo sapiens	
SAMEA1707385	2009	Russia	Homo sapiens	
SAMEA1707387	2009	Russia	Homo sapiens	
SAMEA1707388	2008	Russia	Homo sapiens	
SAMEA1707390	2008	Russia	Homo sapiens	
SAMEA1707391	2010	Russia	Homo sapiens	
SAMEA1707393	2010	Russia	Homo sapiens	
SAMEA1707394	2008	Russia	Homo sapiens	
SAMEA1707396	2009	Russia	Homo sapiens	
SAMEA1707397	2010	Russia	Homo sapiens	
SAMEA1707398	2010	Russia	Homo sapiens	
SAMEA1707399	2010	Russia	Homo sapiens	
SAMEA1707400	2008	Russia	Homo sapiens	
SAMEA1707401	2009	Russia	Homo sapiens	
SAMEA1707402	2010	Russia	Homo sapiens	
SAMEA1707403	2010	Russia	Homo sapiens	
SAMEA1707405	2010	Russia	Homo sapiens	
SAMEA1707406	2010	Russia	Homo sapiens	
SAMEA1707407	2010	Russia	Homo sapiens	
SAMEA1707408	2010	Russia	Homo sapiens	
SAMEA1707410	2009	Russia	Homo sapiens	
SAMEA1707412	2009	Russia	Homo sapiens	
SAMEA1707413	2010	Russia	Homo sapiens	
SAMEA1707414	2010	Russia	Homo sapiens	
SAMEA1707415	2010	Russia	Homo sapiens	
SAMEA1707417	2010	Russia	Homo sapiens	
SAMEA1707418	2010	Russia	Homo sapiens	
SAMEA1707419	2008	Russia	Homo sapiens	
SAMEA1707421	2010	Russia	Homo sapiens	
SAMEA1707422	2010	Russia	Homo sapiens	
SAMEA1707424	2008	Russia	Homo sapiens	
SAMEA1707425	2010	Russia	Homo sapiens	
SAMEA1707426	2010	Russia	Homo sapiens	
SAMEA1707427	2010	Russia	Homo sapiens	
SAMEA1707431	2008	Russia	Homo sapiens	
SAMEA1707433	2010	Russia	Homo sapiens	
SAMEA1707434	2010	Russia	Homo sapiens	
SAMEA1707435	2010	Russia	Homo sapiens	
SAMEA1707437	2010	Russia	Homo sapiens	
SAMEA1707438	2010	Russia	Homo sapiens	
SAMEA1707440	2010	Russia	Homo sapiens	
SAMEA1707442	2010	Russia	Homo sapiens	
SAMEA1707443	2009	Russia	Homo sapiens	
SAMEA1707446	2010	Russia	Homo sapiens	
SAMEA1707448	2010	Russia	Homo sapiens	
SAMEA1707450	2010	Russia	Homo sapiens	
SAMEA1707451	2010	Russia	Homo sapiens	
SAMEA1707452	2010	Russia	Homo sapiens	
SAMEA1707455	2010	Russia	Homo sapiens	
SAMEA1707457	2009	Russia	Homo sapiens	
SAMEA1707458	2010	Russia	Homo sapiens	
SAMEA1707460	2010	Russia	Homo sapiens	
SAMEA1707464	2010	Russia	Homo sapiens	
SAMEA1707466	2010	Russia	Homo sapiens	
SAMEA1707467	2010	Russia	Homo sapiens	
SAMEA1707468	2010	Russia	Homo sapiens	
SAMEA1707470	2010	Russia	Homo sapiens	
SAMEA1707471	2010	Russia	Homo sapiens	
SAMEA1707473	2010	Russia	Homo sapiens	
SAMEA1707475	2010	Russia	Homo sapiens	
SAMEA1707477	2010	Russia	Homo sapiens	
SAMEA1707478	2010	Russia	Homo sapiens	
SAMEA1707479	2010	Russia	Homo sapiens	
SAMEA1707480	2010	Russia	Homo sapiens	
SAMEA1707482	2010	Russia	Homo sapiens	
SAMEA1707484	2010	Russia	Homo sapiens	
SAMEA1707486	2010	Russia	Homo sapiens	
SAMEA1707487	2010	Russia	Homo sapiens	
SAMEA1707488	2010	Russia	Homo sapiens	
SAMEA1707490	2010	Russia	Homo sapiens	
SAMEA1707491	2010	Russia	Homo sapiens	
SAMEA1707494	2008	Russia	Homo sapiens	
SAMEA1707496	2010	Russia	Homo sapiens	
SAMEA1707498	2010	Russia	Homo sapiens	
SAMEA1707500	2010	Russia	Homo sapiens	
SAMEA1707502	2008	Russia	Homo sapiens	
SAMEA1707504	2010	Russia	Homo sapiens	
SAMEA1707505	2010	Russia	Homo sapiens	
SAMEA1707507	2010	Russia	Homo sapiens	
SAMEA1707508	2010	Russia	Homo sapiens	
SAMEA1707509	2009	Russia	Homo sapiens	
SAMEA1707511	2009	Russia	Homo sapiens	
SAMEA1707512	2010	Russia	Homo sapiens	
SAMEA1707513	2010	Russia	Homo sapiens	
SAMEA1707514	2010	Russia	Homo sapiens	
SAMEA1707516	2010	Russia	Homo sapiens	
SAMEA1707518	2008	Russia	Homo sapiens	
SAMEA1707519	2010	Russia	Homo sapiens	
SAMEA1707520	2010	Russia	Homo sapiens	
SAMEA1707521	2009	Russia	Homo sapiens	
SAMEA1707523	2010	Russia	Homo sapiens	
SAMEA1707524	2010	Russia	Homo sapiens	
SAMEA1707526	2010	Russia	Homo sapiens	
SAMEA1707527	2010	Russia	Homo sapiens	
SAMEA1707529	2010	Russia	Homo sapiens	
SAMEA1707530	2010	Russia	Homo sapiens	
SAMEA1707532	2009	Russia	Homo sapiens	
SAMEA1707533	2008	Russia	Homo sapiens	
SAMEA1707535	2010	Russia	Homo sapiens	
SAMEA1707536	2010	Russia	Homo sapiens	
SAMEA1707537	2009	Russia	Homo sapiens	
SAMEA1707538	2009	Russia	Homo sapiens	
SAMEA1707539	2010	Russia	Homo sapiens	
SAMEA1707540	2010	Russia	Homo sapiens	
SAMEA1707542	2009	Russia	Homo sapiens	
SAMEA1707543	2008	Russia	Homo sapiens	
SAMEA1707544	2010	Russia	Homo sapiens	
SAMEA1707545	2008	Russia	Homo sapiens	
SAMEA1707547	2009	Russia	Homo sapiens	
SAMEA1707548	2010	Russia	Homo sapiens	
SAMEA1707549	2010	Russia	Homo sapiens	
SAMEA1707551	2008	Russia	Homo sapiens	
SAMEA1707552	2010	Russia	Homo sapiens	
SAMEA1707556	2010	Russia	Homo sapiens	
SAMEA1707557	2008	Russia	Homo sapiens	
SAMEA1707558	2009	Russia	Homo sapiens	
SAMEA1707560	2010	Russia	Homo sapiens	
SAMEA1707562	2008	Russia	Homo sapiens	
SAMEA1707564	2009	Russia	Homo sapiens	
SAMEA1707565	2009	Russia	Homo sapiens	
SAMEA1707567	2008	Russia	Homo sapiens	
SAMEA1707569	2008	Russia	Homo sapiens	
SAMEA1707573	2008	Russia	Homo sapiens	
SAMEA1707574	2008	Russia	Homo sapiens	
SAMEA1707575	2010	Russia	Homo sapiens	
SAMEA1707577	2010	Russia	Homo sapiens	
SAMEA1707579	2010	Russia	Homo sapiens	
SAMEA20450668	1997	United Kingdom	Bos taurus	
SAMEA2682672	2008	Peru	Homo sapiens	
SAMEA2682673	2009	Peru	Homo sapiens	
SAMEA2682674	2008	Peru	Homo sapiens	
SAMEA2682675	2009	Peru	Homo sapiens	
SAMEA2682676	2009	Peru	Homo sapiens	
SAMEA2682677	2009	Peru	Homo sapiens	
SAMEA2682678	2009	Peru	Homo sapiens	
SAMEA2682679	2009	Peru	Homo sapiens	
SAMEA2682680	2009	Peru	Homo sapiens	
SAMEA2682681	2009	Peru	Homo sapiens	
SAMEA2682682	2009	Peru	Homo sapiens	
SAMEA2682683	2009	Peru	Homo sapiens	
SAMEA2682684	2008	Peru	Homo sapiens	
SAMEA2682685	2009	Peru	Homo sapiens	
SAMEA2682686	2009	Peru	Homo sapiens	
SAMEA2682687	2008	Peru	Homo sapiens	
SAMEA2682688	2009	Peru	Homo sapiens	
SAMEA2682689	2009	Peru	Homo sapiens	
SAMEA2682690	2009	Peru	Homo sapiens	
SAMEA2682691	2008	Peru	Homo sapiens	
SAMEA2682692	2009	Peru	Homo sapiens	
SAMEA2682693	2008	Peru	Homo sapiens	
SAMEA2682694	2008	Peru	Homo sapiens	
SAMEA2682695	2009	Peru	Homo sapiens	
SAMEA2682696	2009	Peru	Homo sapiens	
SAMEA2682697	2009	Peru	Homo sapiens	
SAMEA2682698	2009	Peru	Homo sapiens	
SAMEA2682699	2008	Peru	Homo sapiens	
SAMEA2682700	2009	Peru	Homo sapiens	
SAMEA2682701	2009	Peru	Homo sapiens	
SAMEA2682702	2009	Peru	Homo sapiens	
SAMEA2682703	2008	Peru	Homo sapiens	
SAMEA2682704	2009	Peru	Homo sapiens	
SAMEA2682705	2009	Peru	Homo sapiens	
SAMEA2682706	2009	Peru	Homo sapiens	
SAMEA2682707	2009	Peru	Homo sapiens	
SAMEA2682708	2008	Peru	Homo sapiens	
SAMEA2682709	2008	Peru	Homo sapiens	
SAMEA2682710	2008	Peru	Homo sapiens	
SAMEA2682711	2008	Peru	Homo sapiens	
SAMEA2682712	2008	Peru	Homo sapiens	
SAMEA2682713	2009	Peru	Homo sapiens	
SAMEA2682714	2009	Peru	Homo sapiens	
SAMEA2682715	2009	Peru	Homo sapiens	
SAMEA2682716	2008	Peru	Homo sapiens	
SAMEA2682717	2009	Peru	Homo sapiens	
SAMEA2682718	2009	Peru	Homo sapiens	
SAMEA2682719	2008	Peru	Homo sapiens	
SAMEA2682720	2008	Peru	Homo sapiens	
SAMEA2682721	2009	Peru	Homo sapiens	
SAMEA2682722	2009	Peru	Homo sapiens	
SAMEA2682723	2009	Peru	Homo sapiens	
SAMEA2682724	2009	Peru	Homo sapiens	
SAMEA2682725	2009	Peru	Homo sapiens	
SAMEA2682726	2008	Peru	Homo sapiens	
SAMEA2682727	2009	Peru	Homo sapiens	
SAMEA2682728	2009	Peru	Homo sapiens	
SAMEA2682729	2009	Peru	Homo sapiens	
SAMEA2682730	2009	Peru	Homo sapiens	
SAMEA2682731	2009	Peru	Homo sapiens	
SAMEA2682732	2009	Peru	Homo sapiens	
SAMEA2682733	2009	Peru	Homo sapiens	
SAMEA2682734	2009	Peru	Homo sapiens	
SAMEA2682735	2009	Peru	Homo sapiens	
SAMEA2682736	2009	Peru	Homo sapiens	
SAMEA2682737	2009	Peru	Homo sapiens	
SAMEA2682738	2009	Peru	Homo sapiens	
SAMEA2682739	2009	Peru	Homo sapiens	
SAMEA2682740	2009	Peru	Homo sapiens	
SAMEA2682741	2009	Peru	Homo sapiens	
SAMEA2682742	2009	Peru	Homo sapiens	
SAMEA2682743	2009	Peru	Homo sapiens	
SAMEA2682744	2009	Peru	Homo sapiens	
SAMEA2682745	2009	Peru	Homo sapiens	
SAMEA2682746	2009	Peru	Homo sapiens	
SAMEA2682747	2009	Peru	Homo sapiens	
SAMEA2682748	2009	Peru	Homo sapiens	
SAMEA2682749	2009	Peru	Homo sapiens	
SAMEA2682750	2009	Peru	Homo sapiens	
SAMEA2682751	2009	Peru	Homo sapiens	
SAMEA2682752	2009	Peru	Homo sapiens	
SAMEA2682753	2009	Peru	Homo sapiens	
SAMEA2682754	2009	Peru	Homo sapiens	
SAMEA2682755	2009	Peru	Homo sapiens	
SAMEA2682756	2009	Peru	Homo sapiens	
SAMEA2682757	2009	Peru	Homo sapiens	
SAMEA2682758	2009	Peru	Homo sapiens	
SAMEA2682759	2009	Peru	Homo sapiens	
SAMEA2682760	2009	Peru	Homo sapiens	
SAMEA2682761	2009	Peru	Homo sapiens	
SAMEA2682762	2009	Peru	Homo sapiens	
SAMEA2682763	2009	Peru	Homo sapiens	
SAMEA2682764	2009	Peru	Homo sapiens	
SAMEA2682765	2009	Peru	Homo sapiens	
SAMEA2682766	2009	Peru	Homo sapiens	
SAMEA2682767	2009	Peru	Homo sapiens	
SAMEA2682768	2009	Peru	Homo sapiens	
SAMEA2682769	2009	Peru	Homo sapiens	
SAMEA2682770	2009	Peru	Homo sapiens	
SAMEA2682771	2009	Peru	Homo sapiens	
SAMEA2682772	2009	Peru	Homo sapiens	
SAMEA2682773	2009	Peru	Homo sapiens	
SAMEA2682774	2009	Peru	Homo sapiens	
SAMEA2682775	2009	Peru	Homo sapiens	
SAMEA2682776	2009	Peru	Homo sapiens	
SAMEA2682777	2009	Peru	Homo sapiens	
SAMEA2682778	2009	Peru	Homo sapiens	
SAMEA2682779	2009	Peru	Homo sapiens	
SAMEA2682780	2009	Peru	Homo sapiens	
SAMEA2682781	2009	Peru	Homo sapiens	
SAMEA2682783	2009	Peru	Homo sapiens	
SAMEA2682784	2009	Peru	Homo sapiens	
SAMEA2682785	2009	Peru	Homo sapiens	
SAMEA2682786	2009	Peru	Homo sapiens	
SAMEA2682788	2009	Peru	Homo sapiens	
SAMEA2682789	2009	Peru	Homo sapiens	
SAMEA2682790	2009	Peru	Homo sapiens	
SAMEA2682791	2009	Peru	Homo sapiens	
SAMEA2682792	2009	Peru	Homo sapiens	
SAMEA2682793	2009	Peru	Homo sapiens	
SAMEA2682794	2009	Peru	Homo sapiens	
SAMEA2682795	2009	Peru	Homo sapiens	
SAMEA2682796	2009	Peru	Homo sapiens	
SAMEA2682797	2009	Peru	Homo sapiens	
SAMEA2682798	2009	Peru	Homo sapiens	
SAMEA2682799	2009	Peru	Homo sapiens	
SAMEA2682800	2009	Peru	Homo sapiens	
SAMEA2682802	2009	Peru	Homo sapiens	
SAMEA2682803	2009	Peru	Homo sapiens	
SAMEA2682804	2009	Peru	Homo sapiens	
SAMEA2682805	2009	Peru	Homo sapiens	
SAMEA2682806	2009	Peru	Homo sapiens	
SAMEA2682807	2009	Peru	Homo sapiens	
SAMEA2682808	2009	Peru	Homo sapiens	
SAMEA2682809	2009	Peru	Homo sapiens	
SAMEA2682811	2009	Peru	Homo sapiens	
SAMEA2682812	2009	Peru	Homo sapiens	
SAMEA2682813	2009	Peru	Homo sapiens	
SAMEA2682814	2009	Peru	Homo sapiens	
SAMEA2682815	2009	Peru	Homo sapiens	
SAMEA2682816	2009	Peru	Homo sapiens	
SAMEA2682817	2009	Peru	Homo sapiens	
SAMEA2682818	2009	Peru	Homo sapiens	
SAMEA2682819	2009	Peru	Homo sapiens	
SAMEA2682820	2009	Peru	Homo sapiens	
SAMEA2682821	2009	Peru	Homo sapiens	
SAMEA2682822	2009	Peru	Homo sapiens	
SAMEA2682823	2009	Peru	Homo sapiens	
SAMEA2682824	2009	Peru	Homo sapiens	
SAMEA2682825	2009	Peru	Homo sapiens	
SAMEA2682826	2009	Peru	Homo sapiens	
SAMEA2682827	2009	Peru	Homo sapiens	
SAMEA2682828	2009	Peru	Homo sapiens	
SAMEA2682829	2009	Peru	Homo sapiens	
SAMEA2682830	2009	Peru	Homo sapiens	
SAMEA2682831	2009	Peru	Homo sapiens	
SAMEA2682832	2009	Peru	Homo sapiens	
SAMEA2682833	2009	Peru	Homo sapiens	
SAMEA2682834	2009	Peru	Homo sapiens	
SAMEA2682836	2009	Peru	Homo sapiens	
SAMEA2682837	2009	Peru	Homo sapiens	
SAMEA2682838	2009	Peru	Homo sapiens	
SAMEA2682839	2009	Peru	Homo sapiens	
SAMEA2682840	2009	Peru	Homo sapiens	
SAMEA2682841	2009	Peru	Homo sapiens	
SAMEA2682842	2009	Peru	Homo sapiens	
SAMEA2682843	2009	Peru	Homo sapiens	
SAMEA2682844	2009	Peru	Homo sapiens	
SAMEA2682845	2009	Peru	Homo sapiens	
SAMEA2682846	2009	Peru	Homo sapiens	
SAMEA2682847	2009	Peru	Homo sapiens	
SAMEA2682848	2009	Peru	Homo sapiens	
SAMEA2682849	2009	Peru	Homo sapiens	
SAMEA2682850	2009	Peru	Homo sapiens	
SAMEA2682851	2009	Peru	Homo sapiens	
SAMEA2682852	2009	Peru	Homo sapiens	
SAMEA2682853	2009	Peru	Homo sapiens	
SAMEA2682854	2009	Peru	Homo sapiens	
SAMEA2682855	2009	Peru	Homo sapiens	
SAMEA2682856	2009	Peru	Homo sapiens	
SAMEA2682857	2009	Peru	Homo sapiens	
SAMEA2682858	2010	Peru	Homo sapiens	
SAMEA2682859	2009	Peru	Homo sapiens	
SAMEA2682860	2010	Peru	Homo sapiens	
SAMEA2682861	2009	Peru	Homo sapiens	
SAMEA2682862	2010	Peru	Homo sapiens	
SAMEA2682863	2009	Peru	Homo sapiens	
SAMEA2682864	2009	Peru	Homo sapiens	
SAMEA2682865	2009	Peru	Homo sapiens	
SAMEA2682866	2009	Peru	Homo sapiens	
SAMEA2682867	2009	Peru	Homo sapiens	
SAMEA2682868	2009	Peru	Homo sapiens	
SAMEA2682869	2009	Peru	Homo sapiens	
SAMEA2682870	2009	Peru	Homo sapiens	
SAMEA2682871	2009	Peru	Homo sapiens	
SAMEA2682872	2009	Peru	Homo sapiens	
SAMEA2682873	2009	Peru	Homo sapiens	
SAMEA2682874	2009	Peru	Homo sapiens	
SAMEA2682875	2009	Peru	Homo sapiens	
SAMEA2682876	2009	Peru	Homo sapiens	
SAMEA2682877	2010	Peru	Homo sapiens	
SAMEA2682878	2010	Peru	Homo sapiens	
SAMEA2682879	2009	Peru	Homo sapiens	
SAMEA2682880	2009	Peru	Homo sapiens	
SAMEA2682881	2009	Peru	Homo sapiens	
SAMEA2682882	2009	Peru	Homo sapiens	
SAMEA2682883	2010	Peru	Homo sapiens	
SAMEA2682884	2009	Peru	Homo sapiens	
SAMEA2682885	2009	Peru	Homo sapiens	
SAMEA2682886	2009	Peru	Homo sapiens	
SAMEA2682887	2009	Peru	Homo sapiens	
SAMEA2682888	2010	Peru	Homo sapiens	
SAMEA2682889	2009	Peru	Homo sapiens	
SAMEA2682890	2010	Peru	Homo sapiens	
SAMEA2682891	2009	Peru	Homo sapiens	
SAMEA2682892	2010	Peru	Homo sapiens	
SAMEA2682893	2010	Peru	Homo sapiens	
SAMEA2682894	2010	Peru	Homo sapiens	
SAMEA2682895	2010	Peru	Homo sapiens	
SAMEA2682896	2010	Peru	Homo sapiens	
SAMEA2682897	2009	Peru	Homo sapiens	
SAMEA2682898	2010	Peru	Homo sapiens	
SAMEA2682899	2009	Peru	Homo sapiens	
SAMEA2682900	2009	Peru	Homo sapiens	
SAMEA2682901	2010	Peru	Homo sapiens	
SAMEA2682902	2009	Peru	Homo sapiens	
SAMEA2682904	2009	Peru	Homo sapiens	
SAMEA2682905	2010	Peru	Homo sapiens	
SAMEA2682906	2010	Peru	Homo sapiens	
SAMEA2682907	2010	Peru	Homo sapiens	
SAMEA2682908	2010	Peru	Homo sapiens	
SAMEA2682910	2009	Peru	Homo sapiens	
SAMEA2682911	2010	Peru	Homo sapiens	
SAMEA2682912	2010	Peru	Homo sapiens	
SAMEA2682913	2009	Peru	Homo sapiens	
SAMEA2682914	2010	Peru	Homo sapiens	
SAMEA2682915	2009	Peru	Homo sapiens	
SAMEA2682916	2009	Peru	Homo sapiens	
SAMEA2682917	2009	Peru	Homo sapiens	
SAMEA2682918	2010	Peru	Homo sapiens	
SAMEA2682919	2009	Peru	Homo sapiens	
SAMEA2682920	2010	Peru	Homo sapiens	
SAMEA2682921	2009	Peru	Homo sapiens	
SAMEA2682922	2010	Peru	Homo sapiens	
SAMEA2682923	2010	Peru	Homo sapiens	
SAMEA2682924	2010	Peru	Homo sapiens	
SAMEA2682925	2009	Peru	Homo sapiens	
SAMEA2682926	2009	Peru	Homo sapiens	
SAMEA2682927	2009	Peru	Homo sapiens	
SAMEA2682928	2009	Peru	Homo sapiens	
SAMEA2682929	2009	Peru	Homo sapiens	
SAMEA2682930	2009	Peru	Homo sapiens	
SAMEA2682931	2009	Peru	Homo sapiens	
SAMEA2682932	2010	Peru	Homo sapiens	
SAMEA2682933	2009	Peru	Homo sapiens	
SAMEA2682934	2009	Peru	Homo sapiens	
SAMEA2682935	2009	Peru	Homo sapiens	
SAMEA2682936	2009	Peru	Homo sapiens	
SAMEA2682937	2009	Peru	Homo sapiens	
SAMEA2682938	2009	Peru	Homo sapiens	
SAMEA2682940	2009	Peru	Homo sapiens	
SAMEA2682941	2009	Peru	Homo sapiens	
SAMEA2682942	2009	Peru	Homo sapiens	
SAMEA2682943	2009	Peru	Homo sapiens	
SAMEA2682945	2009	Peru	Homo sapiens	
SAMEA2682946	2009	Peru	Homo sapiens	
SAMEA2682947	2009	Peru	Homo sapiens	
SAMEA2682948	2009	Peru	Homo sapiens	
SAMEA2682949	2009	Peru	Homo sapiens	
SAMEA2682950	2009	Peru	Homo sapiens	
SAMEA2682951	2009	Peru	Homo sapiens	
SAMEA2682952	2009	Peru	Homo sapiens	
SAMEA2682953	2009	Peru	Homo sapiens	
SAMEA2682954	2009	Peru	Homo sapiens	
SAMEA2682955	2009	Peru	Homo sapiens	
SAMEA2682956	2009	Peru	Homo sapiens	
SAMEA2682957	2009	Peru	Homo sapiens	
SAMEA2682958	2009	Peru	Homo sapiens	
SAMEA2682959	2009	Peru	Homo sapiens	
SAMEA2682960	2009	Peru	Homo sapiens	
SAMEA2682961	2009	Peru	Homo sapiens	
SAMEA2682962	2010	Peru	Homo sapiens	
SAMEA2682963	2011	Peru	Homo sapiens	
SAMEA2682964	2011	Peru	Homo sapiens	
SAMEA2682965	2011	Peru	Homo sapiens	
SAMEA2682966	2010	Peru	Homo sapiens	
SAMEA2682967	2011	Peru	Homo sapiens	
SAMEA2682968	2011	Peru	Homo sapiens	
SAMEA2682969	2011	Peru	Homo sapiens	
SAMEA2682970	2009	Peru	Homo sapiens	
SAMEA2682971	2010	Peru	Homo sapiens	
SAMEA2682972	2010	Peru	Homo sapiens	
SAMEA2682973	2010	Peru	Homo sapiens	
SAMEA2682974	2009	Peru	Homo sapiens	
SAMEA2682975	2010	Peru	Homo sapiens	
SAMEA2682976	2011	Peru	Homo sapiens	
SAMEA2682977	2011	Peru	Homo sapiens	
SAMEA2682978	2009	Peru	Homo sapiens	
SAMEA2682979	2011	Peru	Homo sapiens	
SAMEA2682980	2011	Peru	Homo sapiens	
SAMEA2682981	2011	Peru	Homo sapiens	
SAMEA2682982	2011	Peru	Homo sapiens	
SAMEA2682983	2011	Peru	Homo sapiens	
SAMEA2682984	2011	Peru	Homo sapiens	
SAMEA2682985	2011	Peru	Homo sapiens	
SAMEA2682986	2011	Peru	Homo sapiens	
SAMEA2682987	2011	Peru	Homo sapiens	
SAMEA2682988	2011	Peru	Homo sapiens	
SAMEA2682989	2011	Peru	Homo sapiens	
SAMEA2682990	2011	Peru	Homo sapiens	
SAMEA2682991	2011	Peru	Homo sapiens	
SAMEA2682992	2011	Peru	Homo sapiens	
SAMEA2682993	2011	Peru	Homo sapiens	
SAMEA2682994	2011	Peru	Homo sapiens	
SAMEA2682995	2011	Peru	Homo sapiens	
SAMEA2682996	2011	Peru	Homo sapiens	
SAMEA2682997	2011	Peru	Homo sapiens	
SAMEA2682998	2011	Peru	Homo sapiens	
SAMEA2683000	2011	Peru	Homo sapiens	
SAMEA2683001	2011	Peru	Homo sapiens	
SAMEA2683002	2011	Peru	Homo sapiens	
SAMEA2683003	2011	Peru	Homo sapiens	
SAMEA2683004	2011	Peru	Homo sapiens	
SAMEA2683005	2011	Peru	Homo sapiens	
