BioSample	host_species
SAMEA2682888	Homo sapiens
SAMEA2682889	Homo sapiens
SAMEA2682890	Homo sapiens
SAMEA2682891	Homo sapiens
SAMEA2682892	Homo sapiens
SAMEA2682893	Homo sapiens
SAMEA2682894	Homo sapiens
SAMEA2682895	Homo sapiens
SAMEA2682896	Homo sapiens
SAMEA2682897	Homo sapiens
SAMEA2682898	Homo sapiens
SAMEA2682899	Homo sapiens
SAMEA2682900	Homo sapiens
SAMEA2682901	Homo sapiens
SAMEA2682902	Homo sapiens
SAMEA2682904	Homo sapiens
SAMEA2682905	Homo sapiens
SAMEA2682906	Homo sapiens
SAMEA2682907	Homo sapiens
SAMEA2682908	Homo sapiens
SAMEA2682909	Homo sapiens
SAMEA2682910	Homo sapiens
SAMEA2682911	Homo sapiens
SAMEA2682912	Homo sapiens
SAMEA2682913	Homo sapiens
SAMEA2682914	Homo sapiens
SAMEA2682915	Homo sapiens
SAMEA2682916	Homo sapiens
SAMEA2682917	Homo sapiens
SAMEA2682918	Homo sapiens
SAMEA2682919	Homo sapiens
SAMEA2682920	Homo sapiens
SAMEA2682921	Homo sapiens
SAMEA2682922	Homo sapiens
SAMEA2682923	Homo sapiens
SAMEA2682924	Homo sapiens
SAMEA2682925	Homo sapiens
SAMEA2682926	Homo sapiens
SAMEA2682927	Homo sapiens
SAMEA2682928	Homo sapiens
SAMEA2682929	Homo sapiens
SAMEA2682930	Homo sapiens
SAMEA2682931	Homo sapiens
SAMEA2682932	Homo sapiens
SAMEA2682933	Homo sapiens
SAMEA2682934	Homo sapiens
SAMEA2682935	Homo sapiens
SAMEA2682936	Homo sapiens
SAMEA2682937	Homo sapiens
SAMEA2682938	Homo sapiens
SAMEA2682939	Homo sapiens
SAMEA2682940	Homo sapiens
SAMEA2682941	Homo sapiens
SAMEA2682942	Homo sapiens
SAMEA2682943	Homo sapiens
SAMEA2682945	Homo sapiens
SAMEA2682946	Homo sapiens
SAMEA2682947	Homo sapiens
SAMEA2682948	Homo sapiens
SAMEA2682949	Homo sapiens
SAMEA2682950	Homo sapiens
SAMEA2682951	Homo sapiens
SAMEA2682952	Homo sapiens
SAMEA2682953	Homo sapiens
SAMEA2682954	Homo sapiens
SAMEA2682955	Homo sapiens
SAMEA2682956	Homo sapiens
SAMEA2682957	Homo sapiens
SAMEA2682958	Homo sapiens
SAMEA2682959	Homo sapiens
SAMEA2682960	Homo sapiens
SAMEA2682961	Homo sapiens
SAMEA2682962	Homo sapiens
SAMEA2682963	Homo sapiens
SAMEA2682964	Homo sapiens
SAMEA2682965	Homo sapiens
SAMEA2682966	Homo sapiens
SAMEA2682967	Homo sapiens
SAMEA2682968	Homo sapiens
SAMEA2682969	Homo sapiens
SAMEA2682970	Homo sapiens
SAMEA2682971	Homo sapiens
SAMEA2682972	Homo sapiens
SAMEA2682973	Homo sapiens
SAMEA2682974	Homo sapiens
SAMEA2682975	Homo sapiens
SAMEA2682976	Homo sapiens
SAMEA2682977	Homo sapiens
SAMEA2682978	Homo sapiens
SAMEA2682979	Homo sapiens
SAMEA2682980	Homo sapiens
SAMEA2682981	Homo sapiens
SAMEA2682982	Homo sapiens
SAMEA2682983	Homo sapiens
SAMEA2682984	Homo sapiens
SAMEA2682985	Homo sapiens
SAMEA2682986	Homo sapiens
SAMEA2682987	Homo sapiens
SAMEA2682988	Homo sapiens
SAMEA2682989	Homo sapiens
SAMEA2682990	Homo sapiens
SAMEA2682991	Homo sapiens
SAMEA2682992	Homo sapiens
SAMEA2682993	Homo sapiens
SAMEA2682994	Homo sapiens
SAMEA2682995	Homo sapiens
SAMEA2682996	Homo sapiens
SAMEA2682997	Homo sapiens
SAMEA2682998	Homo sapiens
SAMEA2683000	Homo sapiens
SAMEA2683001	Homo sapiens
SAMEA2683002	Homo sapiens
SAMEA2683003	Homo sapiens
SAMEA2683004	Homo sapiens
SAMEA2683005	Homo sapiens
SAMEA2683006	Homo sapiens
SAMEA2683007	Homo sapiens
SAMEA2683008	Homo sapiens
SAMEA2683009	Homo sapiens
SAMEA2683010	Homo sapiens
SAMEA2683011	Homo sapiens
SAMEA2683012	Homo sapiens
SAMEA2683013	Homo sapiens
SAMEA2683014	Homo sapiens
SAMEA2683015	Homo sapiens
SAMEA2683016	Homo sapiens
SAMEA2683017	Homo sapiens
SAMEA2683018	Homo sapiens
SAMEA2683019	Homo sapiens
SAMEA2683020	Homo sapiens
SAMEA2683021	Homo sapiens
SAMEA2683022	Homo sapiens
SAMEA2683023	Homo sapiens
SAMEA2683024	Homo sapiens
SAMEA2683025	Homo sapiens
SAMEA2683026	Homo sapiens
SAMEA2683027	Homo sapiens
SAMEA2683028	Homo sapiens
SAMEA2683029	Homo sapiens
SAMEA2683030	Homo sapiens
SAMEA2683031	Homo sapiens
SAMEA2683032	Homo sapiens
SAMEA2683033	Homo sapiens
SAMEA2683034	Homo sapiens
SAMEA2683035	Homo sapiens
SAMEA2683036	Homo sapiens
SAMEA2683037	Homo sapiens
SAMEA2683038	Homo sapiens
SAMEA2683039	Homo sapiens
SAMEA2683040	Homo sapiens
SAMEA2683041	Homo sapiens
SAMEA2683042	Homo sapiens
SAMEA2683043	Homo sapiens
SAMEA2683044	Homo sapiens
SAMEA2683045	Homo sapiens
SAMEA2683046	Homo sapiens
SAMEA2683047	Homo sapiens
SAMEA2683048	Homo sapiens
SAMEA2683049	Homo sapiens
SAMEA2683050	Homo sapiens
SAMEA2683051	Homo sapiens
SAMEA2683052	Homo sapiens
SAMEA2683053	Homo sapiens
SAMEA2683054	Homo sapiens
SAMEA2683055	Homo sapiens
SAMEA2683056	Homo sapiens
SAMEA2683057	Homo sapiens
SAMEA2683058	Homo sapiens
SAMEA2683059	Homo sapiens
SAMEA2683060	Homo sapiens
SAMEA2683061	Homo sapiens
SAMEA2683062	Homo sapiens
SAMEA2683063	Homo sapiens
SAMEA2683064	Homo sapiens
SAMEA2683065	Homo sapiens
SAMEA2683066	Homo sapiens
SAMEA2683067	Homo sapiens
SAMEA2683068	Homo sapiens
SAMEA2683069	Homo sapiens
SAMEA2683070	Homo sapiens
SAMEA2683071	Homo sapiens
SAMEA2683072	Homo sapiens
SAMEA2683073	Homo sapiens
SAMEA2683074	Homo sapiens
SAMEA2683075	Homo sapiens
SAMEA2683076	Homo sapiens
SAMEA2683077	Homo sapiens
SAMEA2683078	Homo sapiens
SAMEA2683079	Homo sapiens
SAMEA2683080	Homo sapiens
SAMEA2683081	Homo sapiens
SAMEA2683082	Homo sapiens
SAMEA2683083	Homo sapiens
SAMEA2683084	Homo sapiens
SAMEA2683085	Homo sapiens
SAMEA2683086	Homo sapiens
SAMEA2683087	Homo sapiens
SAMEA2683088	Homo sapiens
SAMEA2683089	Homo sapiens
SAMEA2683090	Homo sapiens
SAMEA2683091	Homo sapiens
SAMEA2683092	Homo sapiens
SAMEA2683093	Homo sapiens
SAMEA2683094	Homo sapiens
SAMEA2683095	Homo sapiens
SAMEA2683096	Homo sapiens
SAMEA2683097	Homo sapiens
SAMEA2683098	Homo sapiens
SAMEA2683099	Homo sapiens
SAMEA2683100	Homo sapiens
SAMEA2683101	Homo sapiens
SAMEA2683102	Homo sapiens
SAMEA2683103	Homo sapiens
SAMEA2683104	Homo sapiens
SAMEA2683105	Homo sapiens
SAMEA2683106	Homo sapiens
SAMEA2683107	Homo sapiens
SAMEA2683108	Homo sapiens
SAMEA2683109	Homo sapiens
SAMEA2683110	Homo sapiens
SAMEA2683111	Homo sapiens
SAMEA2683112	Homo sapiens
SAMEA2683113	Homo sapiens
SAMEA2683114	Homo sapiens
SAMEA2683115	Homo sapiens
SAMEA2683116	Homo sapiens
SAMEA2683117	Homo sapiens
SAMEA2683118	Homo sapiens
SAMEA2683119	Homo sapiens
SAMEA2683120	Homo sapiens
SAMEA2683121	Homo sapiens
SAMEA2683122	Homo sapiens
SAMEA2683123	Homo sapiens
SAMEA2683124	Homo sapiens
SAMEA2683125	Homo sapiens
SAMEA2683126	Homo sapiens
SAMEA2683127	Homo sapiens
SAMEA2683128	Homo sapiens
SAMEA2683129	Homo sapiens
SAMEA2683130	Homo sapiens
SAMEA2683131	Homo sapiens
SAMEA2683132	Homo sapiens
SAMEA2683133	Homo sapiens
SAMEA2683134	Homo sapiens
SAMEA2683135	Homo sapiens
SAMEA2683136	Homo sapiens
SAMEA2683137	Homo sapiens
SAMEA2683138	Homo sapiens
SAMEA2683139	Homo sapiens
SAMEA2683140	Homo sapiens
SAMEA2683141	Homo sapiens
SAMEA2683142	Homo sapiens
SAMEA2683143	Homo sapiens
SAMEA2683144	Homo sapiens
SAMEA2683145	Homo sapiens
SAMEA2683146	Homo sapiens
SAMEA2683147	Homo sapiens
SAMEA2683148	Homo sapiens
SAMEA3539300	Bos taurus
SAMEA4358966	Homo sapiens
SAMEA4554917	Homo sapiens
SAMEA5208902	Homo sapiens
SAMEA5208903	Homo sapiens
SAMEA5208904	Homo sapiens
SAMEA5803801	Bos taurus
SAMEA5851863	Homo sapiens
SAMEA6062798	Homo sapiens
SAMEA6062882	Homo sapiens
SAMEA7336314	Microtus agrestis
SAMEA7336315	Microtus agrestis
SAMEA7336316	Homo sapiens
SAMEA7336317	Homo sapiens
SAMEA7336318	Homo sapiens
SAMEA787702	Homo sapiens
SAMEA787703	Homo sapiens
SAMEA787704	Homo sapiens
SAMEA787705	Homo sapiens
SAMEA787706	Homo sapiens
SAMEA787707	Homo sapiens
SAMEA787708	Homo sapiens
SAMEA787709	Homo sapiens
SAMEA787710	Homo sapiens
SAMEA787711	Homo sapiens
SAMEA787712	Homo sapiens
SAMEA787713	Homo sapiens
SAMEA787714	Homo sapiens
SAMEA787715	Homo sapiens
SAMEA787716	Homo sapiens
SAMEA787717	Homo sapiens
SAMEA787718	Homo sapiens
SAMEA787719	Homo sapiens
SAMEA787720	Homo sapiens
SAMEA787721	Homo sapiens
SAMEA787722	Homo sapiens
SAMEA787723	Homo sapiens
SAMEA787724	Homo sapiens
SAMEA787725	Homo sapiens
SAMEA787726	Homo sapiens
SAMEA787727	Homo sapiens
SAMEA787728	Homo sapiens
SAMEA787729	Homo sapiens
SAMEA787730	Homo sapiens
SAMEA787731	Homo sapiens
SAMEA787732	Homo sapiens
SAMEA787733	Homo sapiens
SAMEA787734	Homo sapiens
SAMEA787735	Homo sapiens
SAMEA787736	Homo sapiens
SAMEA787737	Homo sapiens
SAMEA787738	Homo sapiens
SAMEA787739	Homo sapiens
SAMEA787740	Homo sapiens
SAMEA787741	Homo sapiens
SAMEA787742	Homo sapiens
SAMEA787743	Homo sapiens
SAMEA787744	Homo sapiens
SAMEA787745	Homo sapiens
SAMEA787746	Homo sapiens
SAMEA787747	Homo sapiens
SAMEA787748	Homo sapiens
SAMEA787750	Homo sapiens
SAMEA787752	Homo sapiens
SAMEA787754	Homo sapiens
SAMEA787756	Homo sapiens
SAMEA961569	Homo sapiens
SAMEA961570	Homo sapiens
SAMEA961571	Homo sapiens
SAMEA961572	Homo sapiens
SAMEA961574	Homo sapiens
SAMEA961575	Homo sapiens
SAMEA961578	Homo sapiens
SAMEA961579	Homo sapiens
SAMEA961581	Homo sapiens
SAMEA961582	Homo sapiens
SAMEA961583	Homo sapiens
SAMEA961584	Homo sapiens
SAMEA961585	Homo sapiens
SAMEA961586	Homo sapiens
SAMEA961587	Homo sapiens
SAMEA961588	Homo sapiens
SAMEA961589	Homo sapiens
SAMEA961590	Homo sapiens
SAMEA961591	Homo sapiens
SAMEA961592	Homo sapiens
SAMEA961593	Homo sapiens
SAMEA961594	Homo sapiens
SAMEA961595	Homo sapiens
SAMEA961596	Homo sapiens
SAMEA961597	Homo sapiens
SAMEA961598	Homo sapiens
SAMEA961599	Homo sapiens
SAMEA961600	Homo sapiens
SAMEA961601	Homo sapiens
SAMEA961602	Homo sapiens
SAMEA961603	Homo sapiens
SAMEA961604	Homo sapiens
SAMEA961605	Homo sapiens
SAMEA961606	Homo sapiens
SAMEA961607	Homo sapiens
SAMEA961608	Homo sapiens
SAMEA961609	Homo sapiens
SAMEA961610	Homo sapiens
SAMEA961611	Homo sapiens
SAMEA961612	Homo sapiens
SAMEA961613	Homo sapiens
SAMEA961614	Homo sapiens
SAMEA961616	Homo sapiens
SAMEA961617	Homo sapiens
SAMEA961618	Homo sapiens
SAMEA961619	Homo sapiens
SAMEA961621	Homo sapiens
SAMEA961622	Homo sapiens
SAMEA961623	Homo sapiens
SAMEA961624	Homo sapiens
SAMEA961625	Homo sapiens
SAMEA961626	Homo sapiens
SAMEA961627	Homo sapiens
SAMEA961628	Homo sapiens
SAMEA961629	Homo sapiens
SAMEA961630	Homo sapiens
SAMEA961631	Homo sapiens
SAMEA961632	Homo sapiens
SAMEA961633	Homo sapiens
SAMEA961634	Homo sapiens
SAMEA961636	Homo sapiens
SAMEA961637	Homo sapiens
SAMEA961638	Homo sapiens
SAMEA961639	Homo sapiens
SAMEA961640	Homo sapiens
SAMEA961641	Homo sapiens
SAMEA961642	Homo sapiens
SAMEA961643	Homo sapiens
SAMEA961645	Homo sapiens
SAMEA961646	Homo sapiens
SAMEA961647	Homo sapiens
SAMEA961648	Homo sapiens
SAMEA961649	Homo sapiens
SAMEA961650	Homo sapiens
SAMEA961651	Homo sapiens
SAMEA961652	Homo sapiens
SAMEA961653	Homo sapiens
SAMEA961654	Homo sapiens
SAMEA961655	Homo sapiens
SAMEA961656	Homo sapiens
SAMEA961657	Homo sapiens
SAMEA961658	Homo sapiens
SAMEA961659	Homo sapiens
SAMEA961660	Homo sapiens
SAMEA961661	Homo sapiens
SAMEA961662	Homo sapiens
SAMEA961663	Homo sapiens
SAMEA961664	Homo sapiens
SAMEA961665	Homo sapiens
SAMEA961666	Homo sapiens
SAMEA961667	Homo sapiens
SAMEA961668	Homo sapiens
SAMEA961669	Homo sapiens
SAMEA961670	Homo sapiens
SAMEA961671	Homo sapiens
SAMEA961672	Homo sapiens
SAMEA961673	Homo sapiens
SAMEA961674	Homo sapiens
SAMEA961675	Homo sapiens
SAMEA961676	Homo sapiens
SAMEA961677	Homo sapiens
SAMEA961678	Homo sapiens
SAMEA961679	Homo sapiens
SAMEA968074	Homo sapiens
SAMEA968075	Homo sapiens
SAMEA968076	Homo sapiens
SAMEA968077	Homo sapiens
SAMEA968078	Homo sapiens
SAMEA968079	Homo sapiens
SAMEA968080	Homo sapiens
SAMEA968081	Homo sapiens
SAMEA968082	Homo sapiens
SAMEA968083	Homo sapiens
SAMEA968084	Homo sapiens
SAMEA968085	Homo sapiens
SAMEA968086	Homo sapiens
SAMEA968087	Homo sapiens
SAMEA968088	Homo sapiens
SAMEA968093	Homo sapiens
SAMEA968094	Homo sapiens
SAMEA968095	Homo sapiens
SAMEA968098	Homo sapiens
SAMEA968099	Homo sapiens
SAMEA968100	Homo sapiens
SAMEA968103	Homo sapiens
SAMEA968104	Homo sapiens
SAMEA968105	Homo sapiens
SAMEA968106	Homo sapiens
SAMEA968107	Homo sapiens
SAMEA968108	Homo sapiens
SAMEA968109	Homo sapiens
SAMEA968110	Homo sapiens
SAMEA968111	Homo sapiens
SAMEA968112	Homo sapiens
SAMEA968113	Homo sapiens
SAMEA968114	Homo sapiens
SAMEA968115	Homo sapiens
SAMEA968116	Homo sapiens
SAMEA968117	Homo sapiens
SAMEA968118	Homo sapiens
SAMEA968119	Homo sapiens
SAMEA968120	Homo sapiens
SAMEA968121	Homo sapiens
SAMEA968122	Homo sapiens
SAMEA968123	Homo sapiens
SAMEA968124	Homo sapiens
SAMEA968125	Homo sapiens
SAMEA968127	Homo sapiens
SAMEA968128	Homo sapiens
SAMEA968129	Homo sapiens
SAMEA968130	Homo sapiens
SAMEA968131	Homo sapiens
SAMEA968132	Homo sapiens
SAMEA968133	Homo sapiens
SAMEA968134	Homo sapiens
SAMEA968135	Homo sapiens
SAMEA968140	Homo sapiens
SAMEA968141	Homo sapiens
SAMEA968142	Homo sapiens
SAMEA968143	Homo sapiens
SAMEA968144	Homo sapiens
SAMEA968145	Homo sapiens
SAMEA968146	Homo sapiens
SAMEA968147	Homo sapiens
SAMEA968148	Homo sapiens
SAMEA968149	Homo sapiens
SAMEA968150	Homo sapiens
SAMEA968151	Homo sapiens
SAMEA968152	Homo sapiens
SAMEA968153	Homo sapiens
SAMEA968154	Homo sapiens
SAMEA968155	Homo sapiens
SAMEA968156	Homo sapiens
SAMEA968157	Homo sapiens
SAMEA968158	Homo sapiens
SAMEA968159	Homo sapiens
SAMEA968161	Homo sapiens
SAMEA968162	Homo sapiens
SAMEA968163	Homo sapiens
SAMEA968164	Homo sapiens
SAMEA968169	Homo sapiens
SAMEA968170	Homo sapiens
SAMEA968171	Homo sapiens
SAMEA968172	Homo sapiens
SAMEA968173	Homo sapiens
SAMEA968174	Homo sapiens
SAMEA968175	Homo sapiens
SAMEA968176	Homo sapiens
SAMEA968177	Homo sapiens
SAMEA968178	Homo sapiens
SAMEA968179	Homo sapiens
SAMEA968180	Homo sapiens
SAMEA968181	Homo sapiens
SAMEA968182	Homo sapiens
SAMEA968184	Homo sapiens
SAMEA968185	Homo sapiens
SAMEA968188	Homo sapiens
SAMEA968189	Homo sapiens
SAMEA968190	Homo sapiens
SAMEA968191	Homo sapiens
SAMEA968192	Homo sapiens
SAMEA968193	Homo sapiens
SAMEA968194	Homo sapiens
SAMEA968195	Homo sapiens
SAMEA968196	Homo sapiens
SAMEA968197	Homo sapiens
SAMEA968198	Homo sapiens
SAMEA968199	Homo sapiens
SAMEA968200	Homo sapiens
SAMEA968202	Homo sapiens
SAMEA968203	Homo sapiens
SAMEA968204	Homo sapiens
SAMEA968205	Homo sapiens
SAMEA968206	Homo sapiens
SAMEA968207	Homo sapiens
SAMEA968208	Homo sapiens
SAMEA968209	Homo sapiens
SAMEA968210	Homo sapiens
SAMEA968211	Homo sapiens
SAMEA968212	Homo sapiens
SAMEA968213	Homo sapiens
SAMEA968214	Homo sapiens
SAMEA968215	Homo sapiens
SAMEA968216	Homo sapiens
SAMN00771607	Bos taurus
SAMN00771608	Bos taurus
SAMN01925614	Homo sapiens
SAMN01925615	Homo sapiens
SAMN01925617	Homo sapiens
SAMN01925618	Homo sapiens
SAMN01925619	Homo sapiens
SAMN01925620	Homo sapiens
SAMN01925621	Homo sapiens
SAMN01925633	Homo sapiens
SAMN01925634	Homo sapiens
SAMN01925636	Homo sapiens
SAMN01925638	Homo sapiens
SAMN01925639	Homo sapiens
SAMN01925640	Homo sapiens
SAMN01925641	Homo sapiens
SAMN01925645	Homo sapiens
SAMN01925647	Homo sapiens
SAMN01925650	Homo sapiens
SAMN01925651	Homo sapiens
SAMN01925652	Homo sapiens
SAMN01925653	Homo sapiens
SAMN01925654	Homo sapiens
SAMN01925657	Homo sapiens
SAMN01925658	Homo sapiens
SAMN01925659	Homo sapiens
SAMN01925660	Homo sapiens
SAMN01925661	Homo sapiens
SAMN01925663	Homo sapiens
SAMN01925665	Homo sapiens
SAMN01925666	Homo sapiens
SAMN01925667	Homo sapiens
SAMN01925668	Homo sapiens
SAMN01925669	Homo sapiens
SAMN01925670	Homo sapiens
SAMN01925675	Homo sapiens
SAMN01925676	Homo sapiens
SAMN01925684	Homo sapiens
SAMN01925685	Homo sapiens
SAMN01925686	Homo sapiens
SAMN01925689	Homo sapiens
SAMN01925690	Homo sapiens
SAMN01925691	Homo sapiens
SAMN01925692	Homo sapiens
SAMN01925693	Homo sapiens
SAMN01925694	Homo sapiens
SAMN01925695	Homo sapiens
SAMN01925696	Homo sapiens
SAMN01925697	Homo sapiens
SAMN01925698	Homo sapiens
SAMN01925699	Homo sapiens
SAMN01925700	Homo sapiens
SAMN01925701	Homo sapiens
SAMN01925702	Homo sapiens
SAMN02053741	Homo sapiens
SAMN02053742	Homo sapiens
SAMN02053743	Homo sapiens
SAMN02053744	Homo sapiens
SAMN02053745	Homo sapiens
SAMN02053746	Homo sapiens
SAMN02053747	Homo sapiens
SAMN02053748	Homo sapiens
SAMN02053749	Homo sapiens
SAMN02053750	Homo sapiens
SAMN02053751	Homo sapiens
SAMN02053752	Homo sapiens
SAMN02053753	Homo sapiens
SAMN02053754	Homo sapiens
SAMN02053755	Homo sapiens
SAMN02053756	Homo sapiens
SAMN02053757	Homo sapiens
SAMN02053758	Homo sapiens
SAMN02053759	Homo sapiens
SAMN02053760	Homo sapiens
SAMN02053761	Homo sapiens
SAMN02053762	Homo sapiens
SAMN02053763	Homo sapiens
SAMN02053764	Homo sapiens
SAMN02053765	Homo sapiens
SAMN02053766	Homo sapiens
SAMN02053767	Homo sapiens
SAMN02053768	Homo sapiens
SAMN02053769	Homo sapiens
SAMN02053770	Homo sapiens
SAMN02053771	Homo sapiens
SAMN02053772	Homo sapiens
SAMN02053773	Homo sapiens
SAMN02053774	Homo sapiens
SAMN02053775	Homo sapiens
SAMN02053776	Homo sapiens
SAMN02053777	Homo sapiens
SAMN02053778	Homo sapiens
SAMN02053779	Homo sapiens
SAMN02053780	Homo sapiens
SAMN02053781	Homo sapiens
SAMN02053782	Homo sapiens
SAMN02053783	Homo sapiens
SAMN02053785	Homo sapiens
SAMN02053786	Homo sapiens
SAMN02053787	Homo sapiens
SAMN02053788	Homo sapiens
SAMN02053789	Homo sapiens
SAMN02053790	Homo sapiens
SAMN02053791	Homo sapiens
SAMN02053793	Homo sapiens
SAMN02053794	Homo sapiens
SAMN02053795	Homo sapiens
SAMN02053796	Homo sapiens
SAMN02053797	Homo sapiens
SAMN02053798	Homo sapiens
SAMN02053799	Homo sapiens
SAMN02053800	Homo sapiens
SAMN02053801	Homo sapiens
SAMN02053802	Homo sapiens
SAMN02053803	Homo sapiens
SAMN02053804	Homo sapiens
SAMN02053805	Homo sapiens
SAMN02053806	Homo sapiens
SAMN02053807	Homo sapiens
SAMN02053808	Homo sapiens
SAMN02053809	Homo sapiens
SAMN02053810	Homo sapiens
SAMN02053811	Homo sapiens
SAMN02053812	Homo sapiens
SAMN02053813	Homo sapiens
SAMN02053814	Homo sapiens
SAMN02053815	Homo sapiens
SAMN02053816	Homo sapiens
SAMN02053817	Homo sapiens
SAMN02053818	Homo sapiens
SAMN02053819	Homo sapiens
SAMN02053820	Homo sapiens
SAMN02053821	Homo sapiens
SAMN02053822	Homo sapiens
SAMN02053823	Homo sapiens
SAMN02053824	Homo sapiens
SAMN02231099	Homo sapiens
SAMN02231100	Homo sapiens
SAMN02231102	Homo sapiens
SAMN02231103	Homo sapiens
SAMN02231104	Homo sapiens
SAMN02231105	Homo sapiens
SAMN02231106	Homo sapiens
SAMN02231107	Homo sapiens
SAMN02231108	Homo sapiens
SAMN02231109	Homo sapiens
SAMN02231112	Homo sapiens
SAMN02231115	Homo sapiens
SAMN02231116	Homo sapiens
SAMN02231117	Homo sapiens
SAMN02231118	Homo sapiens
SAMN02231119	Homo sapiens
SAMN02231120	Homo sapiens
SAMN02231121	Homo sapiens
SAMN02231122	Homo sapiens
SAMN02231123	Homo sapiens
SAMN02231124	Homo sapiens
SAMN02231125	Homo sapiens
SAMN02231126	Homo sapiens
SAMN02231127	Homo sapiens
SAMN02231128	Homo sapiens
SAMN02231129	Homo sapiens
SAMN02231130	Homo sapiens
SAMN02231131	Homo sapiens
SAMN02231132	Homo sapiens
SAMN02231133	Homo sapiens
SAMN02231134	Homo sapiens
SAMN02231135	Homo sapiens
SAMN02231136	Homo sapiens
SAMN02231137	Homo sapiens
SAMN02231138	Homo sapiens
SAMN02231139	Homo sapiens
SAMN02231140	Homo sapiens
SAMN02231143	Homo sapiens
SAMN02231144	Homo sapiens
SAMN02231145	Homo sapiens
SAMN02231146	Homo sapiens
SAMN02231147	Homo sapiens
SAMN02231148	Homo sapiens
SAMN02231149	Homo sapiens
SAMN02231150	Homo sapiens
SAMN02231152	Homo sapiens
SAMN02231153	Homo sapiens
SAMN02231154	Homo sapiens
SAMN02231155	Homo sapiens
SAMN02231156	Homo sapiens
SAMN02231157	Homo sapiens
SAMN02231158	Homo sapiens
SAMN02231159	Homo sapiens
SAMN02231160	Homo sapiens
SAMN02231161	Homo sapiens
SAMN02231162	Homo sapiens
SAMN02231163	Homo sapiens
SAMN02231164	Homo sapiens
SAMN02231165	Homo sapiens
SAMN02231166	Homo sapiens
SAMN02231167	Homo sapiens
SAMN02231168	Homo sapiens
SAMN02231169	Homo sapiens
SAMN02231171	Homo sapiens
SAMN02231172	Homo sapiens
SAMN02231173	Homo sapiens
SAMN02231174	Homo sapiens
SAMN02231175	Homo sapiens
SAMN02231176	Homo sapiens
SAMN02231177	Homo sapiens
SAMN02231178	Homo sapiens
SAMN02231179	Homo sapiens
SAMN02231180	Homo sapiens
SAMN02231181	Homo sapiens
SAMN02231182	Homo sapiens
SAMN02231183	Homo sapiens
SAMN02231184	Homo sapiens
SAMN02231185	Homo sapiens
SAMN02231186	Homo sapiens
SAMN02231187	Homo sapiens
SAMN02231188	Homo sapiens
SAMN02231189	Homo sapiens
SAMN02231190	Homo sapiens
SAMN02231191	Homo sapiens
SAMN02316561	Sus scrofa
SAMN02318534	Bos taurus
SAMN02349329	Homo sapiens
SAMN02349330	Homo sapiens
SAMN02349331	Homo sapiens
SAMN02349332	Homo sapiens
SAMN02350456	Homo sapiens
SAMN02350457	Homo sapiens
SAMN02350458	Homo sapiens
SAMN02350459	Homo sapiens
SAMN02350460	Homo sapiens
SAMN02350461	Homo sapiens
SAMN02350462	Homo sapiens
SAMN02350463	Homo sapiens
SAMN02350464	Homo sapiens
SAMN02350465	Homo sapiens
SAMN02350466	Homo sapiens
SAMN02350467	Homo sapiens
SAMN02350468	Homo sapiens
SAMN02350469	Homo sapiens
SAMN02350470	Homo sapiens
SAMN02350471	Homo sapiens
SAMN02350472	Homo sapiens
SAMN02350473	Homo sapiens
SAMN02350474	Homo sapiens
SAMN02350475	Homo sapiens
SAMN02350476	Homo sapiens
SAMN02350477	Homo sapiens
SAMN02350478	Homo sapiens
SAMN02350479	Homo sapiens
SAMN02350480	Homo sapiens
SAMN02350481	Homo sapiens
SAMN02350482	Homo sapiens
SAMN02350483	Homo sapiens
SAMN02350484	Homo sapiens
SAMN02350485	Homo sapiens
SAMN02350486	Homo sapiens
SAMN02350487	Homo sapiens
SAMN02350488	Homo sapiens
SAMN02350489	Homo sapiens
SAMN02350490	Homo sapiens
SAMN02350491	Homo sapiens
SAMN02350492	Homo sapiens
SAMN02350493	Homo sapiens
SAMN02350494	Homo sapiens
SAMN02350495	Homo sapiens
SAMN02350496	Homo sapiens
SAMN02360548	Homo sapiens
SAMN02360549	Homo sapiens
SAMN02360550	Homo sapiens
SAMN02360551	Homo sapiens
SAMN02360552	Homo sapiens
SAMN02360553	Homo sapiens
SAMN02360555	Homo sapiens
SAMN02360557	Homo sapiens
SAMN02360558	Homo sapiens
SAMN02360559	Homo sapiens
SAMN02360560	Homo sapiens
SAMN02360561	Homo sapiens
SAMN02360562	Homo sapiens
SAMN02360563	Homo sapiens
SAMN02360564	Homo sapiens
SAMN02360565	Homo sapiens
SAMN02360566	Homo sapiens
SAMN02360567	Homo sapiens
SAMN02360569	Homo sapiens
SAMN02360571	Homo sapiens
SAMN02360572	Homo sapiens
SAMN02360573	Homo sapiens
SAMN02360575	Homo sapiens
SAMN02360576	Homo sapiens
SAMN02360577	Homo sapiens
SAMN02360580	Homo sapiens
SAMN02360582	Homo sapiens
SAMN02360585	Homo sapiens
SAMN02360586	Homo sapiens
SAMN02360587	Homo sapiens
SAMN02360589	Homo sapiens
SAMN02360590	Homo sapiens
SAMN02360592	Homo sapiens
SAMN02360593	Homo sapiens
SAMN02360594	Homo sapiens
SAMN02360596	Homo sapiens
SAMN02360598	Homo sapiens
SAMN02360599	Homo sapiens
SAMN02360600	Homo sapiens
SAMN02360601	Homo sapiens
SAMN02360602	Homo sapiens
SAMN02360603	Homo sapiens
