BioSample	host_species
SAMN05916425	Homo sapiens
SAMN05916426	Homo sapiens
SAMN05916427	Homo sapiens
SAMN05916428	Homo sapiens
SAMN05916429	Homo sapiens
SAMN05916430	Homo sapiens
SAMN05916431	Homo sapiens
SAMN05916432	Homo sapiens
SAMN05916433	Homo sapiens
SAMN05916434	Homo sapiens
SAMN05916435	Homo sapiens
SAMN05916436	Homo sapiens
SAMN05916437	Homo sapiens
SAMN05916438	Homo sapiens
SAMN05916439	Homo sapiens
SAMN05916440	Homo sapiens
SAMN05916441	Homo sapiens
SAMN05916442	Homo sapiens
SAMN05916443	Homo sapiens
SAMN05916444	Homo sapiens
SAMN05916445	Homo sapiens
SAMN05916446	Homo sapiens
SAMN05916447	Homo sapiens
SAMN05916448	Homo sapiens
SAMN05916449	Homo sapiens
SAMN05916450	Homo sapiens
SAMN05916451	Homo sapiens
SAMN05916452	Homo sapiens
SAMN05916453	Homo sapiens
SAMN05916454	Homo sapiens
SAMN05916455	Homo sapiens
SAMN05916456	Homo sapiens
SAMN05916457	Homo sapiens
SAMN05916458	Homo sapiens
SAMN05916459	Homo sapiens
SAMN05916460	Homo sapiens
SAMN05918520	Homo sapiens
SAMN05918521	Homo sapiens
SAMN05918522	Homo sapiens
SAMN05918523	Homo sapiens
SAMN05918524	Homo sapiens
SAMN05918525	Homo sapiens
SAMN05918526	Homo sapiens
SAMN05918527	Homo sapiens
SAMN05918528	Homo sapiens
SAMN05918529	Homo sapiens
SAMN05918530	Homo sapiens
SAMN05918531	Homo sapiens
SAMN05918532	Homo sapiens
SAMN05918533	Homo sapiens
SAMN05918534	Homo sapiens
SAMN05918535	Homo sapiens
SAMN05918536	Homo sapiens
SAMN05918537	Homo sapiens
SAMN05918538	Homo sapiens
SAMN05918539	Homo sapiens
SAMN05918540	Homo sapiens
SAMN05918541	Homo sapiens
SAMN05918542	Homo sapiens
SAMN05918543	Homo sapiens
SAMN05918544	Homo sapiens
SAMN05918545	Homo sapiens
SAMN05918546	Homo sapiens
SAMN05918547	Homo sapiens
SAMN05918548	Homo sapiens
SAMN05918549	Homo sapiens
SAMN05918550	Homo sapiens
SAMN05918551	Homo sapiens
SAMN05918552	Homo sapiens
SAMN05918553	Homo sapiens
SAMN05918554	Homo sapiens
SAMN05918555	Homo sapiens
SAMN05918556	Homo sapiens
SAMN05918557	Homo sapiens
SAMN05918558	Homo sapiens
SAMN05918559	Homo sapiens
SAMN05918560	Homo sapiens
SAMN05918561	Homo sapiens
SAMN05918562	Homo sapiens
SAMN05918563	Homo sapiens
SAMN05918564	Homo sapiens
SAMN05918568	Homo sapiens
SAMN05918569	Homo sapiens
SAMN05918570	Homo sapiens
SAMN05918571	Homo sapiens
SAMN05918572	Homo sapiens
SAMN05918573	Homo sapiens
SAMN05918574	Homo sapiens
SAMN05918575	Homo sapiens
SAMN05918576	Homo sapiens
SAMN05918577	Homo sapiens
SAMN05918578	Homo sapiens
SAMN05918579	Homo sapiens
SAMN05918580	Homo sapiens
SAMN05918581	Homo sapiens
SAMN05918582	Homo sapiens
SAMN05918583	Homo sapiens
SAMN05918584	Homo sapiens
SAMN05918585	Homo sapiens
SAMN05918586	Homo sapiens
SAMN05918587	Homo sapiens
SAMN05918588	Homo sapiens
SAMN05918589	Homo sapiens
SAMN05918590	Homo sapiens
SAMN05918591	Homo sapiens
SAMN05918592	Homo sapiens
SAMN05918593	Homo sapiens
SAMN05918594	Homo sapiens
SAMN05918595	Homo sapiens
SAMN05918596	Homo sapiens
SAMN05918597	Homo sapiens
SAMN05918598	Homo sapiens
SAMN05918599	Homo sapiens
SAMN05918600	Homo sapiens
SAMN05918601	Homo sapiens
SAMN05918602	Homo sapiens
SAMN05918603	Homo sapiens
SAMN05918604	Homo sapiens
SAMN05918605	Homo sapiens
SAMN05918606	Homo sapiens
SAMN05918607	Homo sapiens
SAMN05918608	Homo sapiens
SAMN05918609	Homo sapiens
SAMN05918610	Homo sapiens
SAMN05918611	Homo sapiens
SAMN05918612	Homo sapiens
SAMN05918615	Homo sapiens
SAMN05918616	Homo sapiens
SAMN05918617	Homo sapiens
SAMN05918618	Homo sapiens
SAMN05918619	Homo sapiens
SAMN05918620	Homo sapiens
SAMN05918621	Homo sapiens
SAMN05918622	Homo sapiens
SAMN05918623	Homo sapiens
SAMN05918624	Homo sapiens
SAMN05918625	Homo sapiens
SAMN05918626	Homo sapiens
SAMN05918627	Homo sapiens
SAMN05918628	Homo sapiens
SAMN05918629	Homo sapiens
SAMN05918630	Homo sapiens
SAMN05918631	Homo sapiens
SAMN05918632	Homo sapiens
SAMN05918633	Homo sapiens
SAMN05918634	Homo sapiens
SAMN05918635	Homo sapiens
SAMN05918636	Homo sapiens
SAMN05918637	Homo sapiens
SAMN05918638	Homo sapiens
SAMN05918639	Homo sapiens
SAMN05918640	Homo sapiens
SAMN05918641	Homo sapiens
SAMN05918642	Homo sapiens
SAMN05918643	Homo sapiens
SAMN05918644	Homo sapiens
SAMN05918645	Homo sapiens
SAMN05918646	Homo sapiens
SAMN05918647	Homo sapiens
SAMN05918648	Homo sapiens
SAMN05918649	Homo sapiens
SAMN05918650	Homo sapiens
SAMN05918651	Homo sapiens
SAMN05918652	Homo sapiens
SAMN05918653	Homo sapiens
SAMN05918654	Homo sapiens
SAMN05918655	Homo sapiens
SAMN05918656	Homo sapiens
SAMN05918657	Homo sapiens
SAMN05918658	Homo sapiens
SAMN05918659	Homo sapiens
SAMN05918660	Homo sapiens
SAMN05918661	Homo sapiens
SAMN05918662	Homo sapiens
SAMN05918663	Homo sapiens
SAMN05918664	Homo sapiens
SAMN05918665	Homo sapiens
SAMN05918666	Homo sapiens
SAMN05918667	Homo sapiens
SAMN05918668	Homo sapiens
SAMN05918669	Homo sapiens
SAMN05918670	Homo sapiens
SAMN05918671	Homo sapiens
SAMN05918672	Homo sapiens
SAMN05918673	Homo sapiens
SAMN05918674	Homo sapiens
SAMN05918675	Homo sapiens
SAMN05918676	Homo sapiens
SAMN05918677	Homo sapiens
SAMN05918678	Homo sapiens
SAMN05918679	Homo sapiens
SAMN05918680	Homo sapiens
SAMN05918681	Homo sapiens
SAMN05918682	Homo sapiens
SAMN05918683	Homo sapiens
SAMN05918684	Homo sapiens
SAMN05918685	Homo sapiens
SAMN05918686	Homo sapiens
SAMN05918687	Homo sapiens
SAMN05918688	Homo sapiens
SAMN05918689	Homo sapiens
SAMN05918690	Homo sapiens
SAMN05918691	Homo sapiens
SAMN05918692	Homo sapiens
SAMN05918693	Homo sapiens
SAMN05918694	Homo sapiens
SAMN05918695	Homo sapiens
SAMN05918696	Homo sapiens
SAMN05918697	Homo sapiens
SAMN05918698	Homo sapiens
SAMN05918699	Homo sapiens
SAMN05918700	Homo sapiens
SAMN05918701	Homo sapiens
SAMN05918702	Homo sapiens
SAMN05918703	Homo sapiens
SAMN05918704	Homo sapiens
SAMN05918705	Homo sapiens
SAMN05918706	Homo sapiens
SAMN05918707	Homo sapiens
SAMN05918708	Homo sapiens
SAMN05918709	Homo sapiens
SAMN05918710	Homo sapiens
SAMN05918711	Homo sapiens
SAMN05918712	Homo sapiens
SAMN05918713	Homo sapiens
SAMN05918714	Homo sapiens
SAMN05918715	Homo sapiens
SAMN05918716	Homo sapiens
SAMN05918717	Homo sapiens
SAMN05918718	Homo sapiens
SAMN05918719	Homo sapiens
SAMN05918720	Homo sapiens
SAMN05918721	Homo sapiens
SAMN05918722	Homo sapiens
SAMN05918723	Homo sapiens
SAMN05918724	Homo sapiens
SAMN05918725	Homo sapiens
SAMN05918726	Homo sapiens
SAMN05918728	Homo sapiens
SAMN05918729	Homo sapiens
SAMN05918730	Homo sapiens
SAMN05918731	Homo sapiens
SAMN05918732	Homo sapiens
SAMN05918733	Homo sapiens
SAMN05918734	Homo sapiens
SAMN05918735	Homo sapiens
SAMN05918736	Homo sapiens
SAMN05918737	Homo sapiens
SAMN05918738	Homo sapiens
SAMN05918739	Homo sapiens
SAMN05918740	Homo sapiens
SAMN05918741	Homo sapiens
SAMN05918742	Homo sapiens
SAMN05918743	Homo sapiens
SAMN05918744	Homo sapiens
SAMN05918745	Homo sapiens
SAMN05918746	Homo sapiens
SAMN05918747	Homo sapiens
SAMN05918748	Homo sapiens
SAMN05918749	Homo sapiens
SAMN05918750	Homo sapiens
SAMN05918751	Homo sapiens
SAMN05918752	Homo sapiens
SAMN05918753	Homo sapiens
SAMN05918754	Homo sapiens
SAMN05918755	Homo sapiens
SAMN05918756	Homo sapiens
SAMN05918757	Homo sapiens
SAMN05918758	Homo sapiens
SAMN05918759	Homo sapiens
SAMN05918760	Homo sapiens
SAMN05918761	Homo sapiens
SAMN05918762	Homo sapiens
SAMN05918763	Homo sapiens
SAMN05918764	Homo sapiens
SAMN05918765	Homo sapiens
SAMN05918766	Homo sapiens
SAMN05918767	Homo sapiens
SAMN05918768	Homo sapiens
SAMN05918769	Homo sapiens
SAMN05918770	Homo sapiens
SAMN05918771	Homo sapiens
SAMN05918772	Homo sapiens
SAMN05918773	Homo sapiens
SAMN05918774	Homo sapiens
SAMN05918775	Homo sapiens
SAMN05918776	Homo sapiens
SAMN05918777	Homo sapiens
SAMN05918778	Homo sapiens
SAMN05918779	Homo sapiens
SAMN05918780	Homo sapiens
SAMN05918917	Homo sapiens
SAMN05918918	Homo sapiens
SAMN05918919	Homo sapiens
SAMN05918920	Homo sapiens
SAMN05918921	Homo sapiens
SAMN05918922	Homo sapiens
SAMN05918923	Homo sapiens
SAMN05918924	Homo sapiens
SAMN05918925	Homo sapiens
SAMN05918926	Homo sapiens
SAMN05918927	Homo sapiens
SAMN05918928	Homo sapiens
SAMN05918929	Homo sapiens
SAMN05918930	Homo sapiens
SAMN05918931	Homo sapiens
SAMN05918932	Homo sapiens
SAMN05918933	Homo sapiens
SAMN05918934	Homo sapiens
SAMN05918935	Homo sapiens
SAMN05918936	Homo sapiens
SAMN05918937	Homo sapiens
SAMN05918938	Homo sapiens
SAMN05918939	Homo sapiens
SAMN05918940	Homo sapiens
SAMN05918941	Homo sapiens
SAMN05918942	Homo sapiens
SAMN05918943	Homo sapiens
SAMN05918944	Homo sapiens
SAMN05918945	Homo sapiens
SAMN05918946	Homo sapiens
SAMN05918947	Homo sapiens
SAMN05918948	Homo sapiens
SAMN05918949	Homo sapiens
SAMN05918950	Homo sapiens
SAMN05918951	Homo sapiens
SAMN05918952	Homo sapiens
SAMN05918953	Homo sapiens
SAMN05918954	Homo sapiens
SAMN05918955	Homo sapiens
SAMN05918956	Homo sapiens
SAMN05918957	Homo sapiens
SAMN05918958	Homo sapiens
SAMN05918959	Homo sapiens
SAMN05918960	Homo sapiens
SAMN05919545	Homo sapiens
SAMN05919546	Homo sapiens
SAMN05919547	Homo sapiens
SAMN05919548	Homo sapiens
SAMN05919549	Homo sapiens
SAMN05919550	Homo sapiens
SAMN05919551	Homo sapiens
SAMN05919552	Homo sapiens
SAMN05919553	Homo sapiens
SAMN05919554	Homo sapiens
SAMN05919555	Homo sapiens
SAMN05919556	Homo sapiens
SAMN05919557	Homo sapiens
SAMN05919558	Homo sapiens
SAMN05919559	Homo sapiens
SAMN05919560	Homo sapiens
SAMN05919561	Homo sapiens
SAMN05919562	Homo sapiens
SAMN05919563	Homo sapiens
SAMN05919564	Homo sapiens
SAMN05919565	Homo sapiens
SAMN05919566	Homo sapiens
SAMN05919567	Homo sapiens
SAMN05919568	Homo sapiens
SAMN05919569	Homo sapiens
SAMN05919570	Homo sapiens
SAMN05919571	Homo sapiens
SAMN05919572	Homo sapiens
SAMN05919573	Homo sapiens
SAMN05919574	Homo sapiens
SAMN05919575	Homo sapiens
SAMN05919576	Homo sapiens
SAMN05919577	Homo sapiens
SAMN05919578	Homo sapiens
SAMN05919579	Homo sapiens
SAMN05919580	Homo sapiens
SAMN05919581	Homo sapiens
SAMN05919582	Homo sapiens
SAMN05919583	Homo sapiens
SAMN05919584	Homo sapiens
SAMN05919585	Homo sapiens
SAMN05919586	Homo sapiens
SAMN05919587	Homo sapiens
SAMN05919588	Homo sapiens
SAMN05919589	Homo sapiens
SAMN05919590	Homo sapiens
SAMN05919591	Homo sapiens
SAMN05919592	Homo sapiens
SAMN05919593	Homo sapiens
SAMN05919594	Homo sapiens
SAMN05919595	Homo sapiens
SAMN05919596	Homo sapiens
SAMN05919597	Homo sapiens
SAMN05919598	Homo sapiens
SAMN05919599	Homo sapiens
SAMN05919600	Homo sapiens
SAMN05919601	Homo sapiens
SAMN05919602	Homo sapiens
SAMN05919603	Homo sapiens
SAMN05919604	Homo sapiens
SAMN05919605	Homo sapiens
SAMN05919606	Homo sapiens
SAMN05919607	Homo sapiens
SAMN05919608	Homo sapiens
SAMN05919609	Homo sapiens
SAMN05919610	Homo sapiens
SAMN05919611	Homo sapiens
SAMN05919613	Homo sapiens
SAMN05919614	Homo sapiens
SAMN05919615	Homo sapiens
SAMN05919616	Homo sapiens
SAMN05919617	Homo sapiens
SAMN05919618	Homo sapiens
SAMN05919619	Homo sapiens
SAMN05919620	Homo sapiens
SAMN05919621	Homo sapiens
SAMN05919622	Homo sapiens
SAMN05919623	Homo sapiens
SAMN05919624	Homo sapiens
SAMN05919625	Homo sapiens
SAMN05919626	Homo sapiens
SAMN05919627	Homo sapiens
SAMN05919628	Homo sapiens
SAMN05919629	Homo sapiens
SAMN05919630	Homo sapiens
SAMN05919631	Homo sapiens
SAMN05919632	Homo sapiens
SAMN05919633	Homo sapiens
SAMN05919634	Homo sapiens
SAMN05919635	Homo sapiens
SAMN05919636	Homo sapiens
SAMN05919637	Homo sapiens
SAMN05919638	Homo sapiens
SAMN05919639	Homo sapiens
SAMN05919640	Homo sapiens
SAMN05919641	Homo sapiens
SAMN05919642	Homo sapiens
SAMN05919643	Homo sapiens
SAMN05919644	Homo sapiens
SAMN05919645	Homo sapiens
SAMN05919646	Homo sapiens
SAMN05919647	Homo sapiens
SAMN05919648	Homo sapiens
SAMN05919649	Homo sapiens
SAMN05919650	Homo sapiens
SAMN05919651	Homo sapiens
SAMN05919652	Homo sapiens
SAMN05919653	Homo sapiens
SAMN05919654	Homo sapiens
SAMN05919655	Homo sapiens
SAMN05919656	Homo sapiens
SAMN05919657	Homo sapiens
SAMN05919658	Homo sapiens
SAMN05919659	Homo sapiens
SAMN05919660	Homo sapiens
SAMN05919661	Homo sapiens
SAMN05919662	Homo sapiens
SAMN05919663	Homo sapiens
SAMN05919664	Homo sapiens
SAMN05919665	Homo sapiens
SAMN05919666	Homo sapiens
SAMN05919667	Homo sapiens
SAMN05919668	Homo sapiens
SAMN05919669	Homo sapiens
SAMN05919670	Homo sapiens
SAMN05919671	Homo sapiens
SAMN05933692	Homo sapiens
SAMN05933699	Homo sapiens
SAMN06010119	Homo sapiens
SAMN06010120	Homo sapiens
SAMN06010121	Homo sapiens
SAMN06010122	Homo sapiens
SAMN06010123	Homo sapiens
SAMN06010124	Homo sapiens
SAMN06010125	Homo sapiens
SAMN06010126	Homo sapiens
SAMN06010127	Homo sapiens
SAMN06010128	Homo sapiens
SAMN06010129	Homo sapiens
SAMN06010130	Homo sapiens
SAMN06010131	Homo sapiens
SAMN06010132	Homo sapiens
SAMN06010133	Homo sapiens
SAMN06010134	Homo sapiens
SAMN06010135	Homo sapiens
SAMN06010136	Homo sapiens
SAMN06010137	Homo sapiens
SAMN06010138	Homo sapiens
SAMN06010139	Homo sapiens
SAMN06010140	Homo sapiens
SAMN06010141	Homo sapiens
SAMN06010142	Homo sapiens
SAMN06010143	Homo sapiens
SAMN06010144	Homo sapiens
SAMN06010145	Homo sapiens
SAMN06010146	Homo sapiens
SAMN06010147	Homo sapiens
SAMN06010148	Homo sapiens
SAMN06010149	Homo sapiens
SAMN06010150	Homo sapiens
SAMN06010151	Homo sapiens
SAMN06010152	Homo sapiens
SAMN06010153	Homo sapiens
SAMN06010154	Homo sapiens
SAMN06010155	Homo sapiens
SAMN06010156	Homo sapiens
SAMN06010157	Homo sapiens
SAMN06010158	Homo sapiens
SAMN06010159	Homo sapiens
SAMN06010160	Homo sapiens
SAMN06010161	Homo sapiens
SAMN06010162	Homo sapiens
SAMN06010163	Homo sapiens
SAMN06010164	Homo sapiens
SAMN06010165	Homo sapiens
SAMN06010166	Homo sapiens
SAMN06010167	Homo sapiens
SAMN06010168	Homo sapiens
SAMN06010169	Homo sapiens
SAMN06010170	Homo sapiens
SAMN06010171	Homo sapiens
SAMN06010172	Homo sapiens
SAMN06010173	Homo sapiens
SAMN06010174	Homo sapiens
SAMN06010175	Homo sapiens
SAMN06010176	Homo sapiens
SAMN06010177	Homo sapiens
SAMN06010178	Homo sapiens
SAMN06010179	Homo sapiens
SAMN06010180	Homo sapiens
SAMN06010181	Homo sapiens
SAMN06010182	Homo sapiens
SAMN06010183	Homo sapiens
SAMN06010184	Homo sapiens
SAMN06010185	Homo sapiens
SAMN06010186	Homo sapiens
SAMN06010187	Homo sapiens
SAMN06010188	Homo sapiens
SAMN06010189	Homo sapiens
SAMN06010190	Homo sapiens
SAMN06010191	Homo sapiens
SAMN06010192	Homo sapiens
SAMN06010193	Homo sapiens
SAMN06010194	Homo sapiens
SAMN06010195	Homo sapiens
SAMN06010196	Homo sapiens
SAMN06010197	Homo sapiens
SAMN06010198	Homo sapiens
SAMN06010199	Homo sapiens
SAMN06010200	Homo sapiens
SAMN06010201	Homo sapiens
SAMN06010202	Homo sapiens
SAMN06010203	Homo sapiens
SAMN06010204	Homo sapiens
SAMN06010205	Homo sapiens
SAMN06010206	Homo sapiens
SAMN06010207	Homo sapiens
SAMN06010208	Homo sapiens
SAMN06010209	Homo sapiens
SAMN06010210	Homo sapiens
SAMN06010211	Homo sapiens
SAMN06010212	Homo sapiens
SAMN06010213	Homo sapiens
SAMN06010214	Homo sapiens
SAMN06010215	Homo sapiens
SAMN06010216	Homo sapiens
SAMN06010217	Homo sapiens
SAMN06010218	Homo sapiens
SAMN06010219	Homo sapiens
SAMN06010220	Homo sapiens
SAMN06010221	Homo sapiens
SAMN06010222	Homo sapiens
SAMN06010223	Homo sapiens
SAMN06010224	Homo sapiens
SAMN06010225	Homo sapiens
SAMN06010226	Homo sapiens
SAMN06010227	Homo sapiens
SAMN06010228	Homo sapiens
SAMN06010229	Homo sapiens
SAMN06010230	Homo sapiens
SAMN06010231	Homo sapiens
SAMN06010232	Homo sapiens
SAMN06010233	Homo sapiens
SAMN06010234	Homo sapiens
SAMN06010235	Homo sapiens
SAMN06010236	Homo sapiens
SAMN06010237	Homo sapiens
SAMN06010238	Homo sapiens
SAMN06010239	Homo sapiens
SAMN06010240	Homo sapiens
SAMN06010241	Homo sapiens
SAMN06010242	Homo sapiens
SAMN06010243	Homo sapiens
SAMN06010244	Homo sapiens
SAMN06010245	Homo sapiens
SAMN06010246	Homo sapiens
SAMN06010247	Homo sapiens
SAMN06010248	Homo sapiens
SAMN06010249	Homo sapiens
SAMN06010250	Homo sapiens
SAMN06010251	Homo sapiens
SAMN06010252	Homo sapiens
SAMN06010253	Homo sapiens
SAMN06010254	Homo sapiens
SAMN06010255	Homo sapiens
SAMN06010256	Homo sapiens
SAMN06010257	Homo sapiens
SAMN06010319	Homo sapiens
SAMN06010320	Homo sapiens
SAMN06010321	Homo sapiens
SAMN06010322	Homo sapiens
SAMN06010323	Homo sapiens
SAMN06010324	Homo sapiens
SAMN06010325	Homo sapiens
SAMN06010326	Homo sapiens
SAMN06010327	Homo sapiens
SAMN06010328	Homo sapiens
SAMN06010329	Homo sapiens
SAMN06010330	Homo sapiens
SAMN06010331	Homo sapiens
SAMN06010332	Homo sapiens
SAMN06010333	Homo sapiens
SAMN06010334	Homo sapiens
SAMN06010335	Homo sapiens
SAMN06010336	Homo sapiens
SAMN06010337	Homo sapiens
SAMN06010338	Homo sapiens
SAMN06010339	Homo sapiens
SAMN06010340	Homo sapiens
SAMN06010341	Homo sapiens
SAMN06010342	Homo sapiens
SAMN06010343	Homo sapiens
SAMN06010344	Homo sapiens
SAMN06010345	Homo sapiens
SAMN06010346	Homo sapiens
SAMN06010347	Homo sapiens
SAMN06010348	Homo sapiens
SAMN06010349	Homo sapiens
SAMN06010350	Homo sapiens
SAMN06010351	Homo sapiens
SAMN06010352	Homo sapiens
SAMN06010353	Homo sapiens
SAMN06010354	Homo sapiens
SAMN06010355	Homo sapiens
SAMN06010356	Homo sapiens
SAMN06010357	Homo sapiens
SAMN06010358	Homo sapiens
SAMN06010359	Homo sapiens
SAMN06010360	Homo sapiens
SAMN06010361	Homo sapiens
SAMN06010362	Homo sapiens
SAMN06010363	Homo sapiens
SAMN06010364	Homo sapiens
SAMN06010365	Homo sapiens
SAMN06010366	Homo sapiens
SAMN06010367	Homo sapiens
SAMN06010368	Homo sapiens
SAMN06010369	Homo sapiens
SAMN06010370	Homo sapiens
SAMN06010371	Homo sapiens
SAMN06010372	Homo sapiens
SAMN06010373	Homo sapiens
SAMN06010374	Homo sapiens
SAMN06010375	Homo sapiens
SAMN06010376	Homo sapiens
SAMN06010377	Homo sapiens
SAMN06010378	Homo sapiens
SAMN06010379	Homo sapiens
SAMN06010380	Homo sapiens
SAMN06010381	Homo sapiens
SAMN06010382	Homo sapiens
SAMN06010383	Homo sapiens
SAMN06010384	Homo sapiens
SAMN06010385	Homo sapiens
SAMN06010386	Homo sapiens
SAMN06010387	Homo sapiens
SAMN06010388	Homo sapiens
SAMN06010389	Homo sapiens
SAMN06010390	Homo sapiens
SAMN06010391	Homo sapiens
SAMN06010392	Homo sapiens
SAMN06010393	Homo sapiens
SAMN06010394	Homo sapiens
SAMN06010395	Homo sapiens
SAMN06010396	Homo sapiens
SAMN06010397	Homo sapiens
SAMN06010398	Homo sapiens
SAMN06010399	Homo sapiens
SAMN06010400	Homo sapiens
SAMN06010401	Homo sapiens
SAMN06010402	Homo sapiens
SAMN06010403	Homo sapiens
SAMN06010404	Homo sapiens
SAMN06010405	Homo sapiens
SAMN06010406	Homo sapiens
SAMN06010407	Homo sapiens
SAMN06010408	Homo sapiens
SAMN06010409	Homo sapiens
SAMN06010410	Homo sapiens
SAMN06010411	Homo sapiens
SAMN06010412	Homo sapiens
SAMN06010413	Homo sapiens
SAMN06010414	Homo sapiens
SAMN06010415	Homo sapiens
SAMN06010416	Homo sapiens
SAMN06010417	Homo sapiens
SAMN06010418	Homo sapiens
SAMN06010419	Homo sapiens
SAMN06010420	Homo sapiens
SAMN06010421	Homo sapiens
SAMN06010422	Homo sapiens
SAMN06010423	Homo sapiens
SAMN06010424	Homo sapiens
SAMN06010425	Homo sapiens
SAMN06010426	Homo sapiens
SAMN06010427	Homo sapiens
SAMN06010428	Homo sapiens
SAMN06010429	Homo sapiens
SAMN06010430	Homo sapiens
SAMN06010431	Homo sapiens
SAMN06010432	Homo sapiens
SAMN06010433	Homo sapiens
SAMN06010434	Homo sapiens
SAMN06010435	Homo sapiens
SAMN06010436	Homo sapiens
SAMN06010437	Homo sapiens
SAMN06010438	Homo sapiens
SAMN06010439	Homo sapiens
SAMN06010440	Homo sapiens
SAMN06010441	Homo sapiens
SAMN06010442	Homo sapiens
SAMN06010443	Homo sapiens
SAMN06010444	Homo sapiens
SAMN06010445	Homo sapiens
SAMN06010446	Homo sapiens
SAMN06010447	Homo sapiens
SAMN06010448	Homo sapiens
SAMN06010449	Homo sapiens
SAMN06010450	Homo sapiens
SAMN06010451	Homo sapiens
SAMN06010452	Homo sapiens
SAMN06010453	Homo sapiens
SAMN06010454	Homo sapiens
SAMN06010455	Homo sapiens
SAMN06010456	Homo sapiens
SAMN06010457	Homo sapiens
SAMN06010458	Homo sapiens
SAMN06010459	Homo sapiens
SAMN06010460	Homo sapiens
SAMN06010461	Homo sapiens
SAMN06010462	Homo sapiens
SAMN06010463	Homo sapiens
SAMN06010464	Homo sapiens
SAMN06010465	Homo sapiens
SAMN06010466	Homo sapiens
SAMN06010467	Homo sapiens
SAMN06010468	Homo sapiens
SAMN06010469	Homo sapiens
SAMN06010470	Homo sapiens
SAMN06010471	Homo sapiens
SAMN06010472	Homo sapiens
SAMN06010473	Homo sapiens
SAMN06010474	Homo sapiens
SAMN06010475	Homo sapiens
SAMN06010476	Homo sapiens
SAMN06010477	Homo sapiens
SAMN06010478	Homo sapiens
SAMN06010479	Homo sapiens
SAMN06010480	Homo sapiens
SAMN06010481	Homo sapiens
SAMN06010482	Homo sapiens
SAMN06010483	Homo sapiens
SAMN06010484	Homo sapiens
SAMN06010485	Homo sapiens
SAMN06010486	Homo sapiens
SAMN06010487	Homo sapiens
SAMN06010488	Homo sapiens
SAMN06010489	Homo sapiens
SAMN06010490	Homo sapiens
SAMN06010491	Homo sapiens
SAMN06010492	Homo sapiens
SAMN06010493	Homo sapiens
SAMN06077019	Homo sapiens
SAMN06094068	Homo sapiens
SAMN06094069	Homo sapiens
SAMN06094070	Homo sapiens
SAMN06094071	Homo sapiens
SAMN06094072	Homo sapiens
SAMN06094073	Homo sapiens
SAMN06094074	Homo sapiens
SAMN06094075	Homo sapiens
SAMN06094076	Homo sapiens
SAMN06094077	Homo sapiens
SAMN06094078	Homo sapiens
SAMN06094079	Homo sapiens
SAMN06094080	Homo sapiens
SAMN06094081	Homo sapiens
SAMN06094082	Homo sapiens
SAMN06094083	Homo sapiens
SAMN06094084	Homo sapiens
SAMN06094085	Homo sapiens
SAMN06094086	Homo sapiens
SAMN06094087	Homo sapiens
SAMN06094088	Homo sapiens
SAMN06094089	Homo sapiens
SAMN06094090	Homo sapiens
SAMN06094091	Homo sapiens
SAMN06094092	Homo sapiens
SAMN06094093	Homo sapiens
SAMN06094094	Homo sapiens
SAMN06094095	Homo sapiens
SAMN06094096	Homo sapiens
SAMN06094097	Homo sapiens
SAMN06094098	Homo sapiens
SAMN06094099	Homo sapiens
SAMN06094100	Homo sapiens
SAMN06094101	Homo sapiens
SAMN06094102	Homo sapiens
SAMN06094103	Homo sapiens
SAMN06094104	Homo sapiens
SAMN06094105	Homo sapiens
SAMN06094106	Homo sapiens
SAMN06094107	Homo sapiens
SAMN06094108	Homo sapiens
SAMN06094109	Homo sapiens
SAMN06094110	Homo sapiens
SAMN06094111	Homo sapiens
SAMN06094112	Homo sapiens
SAMN06094113	Homo sapiens
SAMN06094114	Homo sapiens
SAMN06094115	Homo sapiens
SAMN06094116	Homo sapiens
SAMN06094117	Homo sapiens
SAMN06094118	Homo sapiens
SAMN06094119	Homo sapiens
SAMN06094120	Homo sapiens
SAMN06094121	Homo sapiens
SAMN06094122	Homo sapiens
SAMN06094128	Homo sapiens
SAMN06094129	Homo sapiens
SAMN06094130	Homo sapiens
SAMN06094131	Homo sapiens
SAMN06094132	Homo sapiens
SAMN06094133	Homo sapiens
SAMN06094134	Homo sapiens
SAMN06094135	Homo sapiens
SAMN06094136	Homo sapiens
SAMN06094137	Homo sapiens
SAMN06094138	Homo sapiens
SAMN06094139	Homo sapiens
SAMN06094140	Homo sapiens
SAMN06094141	Homo sapiens
SAMN06094142	Homo sapiens
SAMN06094143	Homo sapiens
SAMN06094144	Homo sapiens
SAMN06094145	Homo sapiens
SAMN06094146	Homo sapiens
SAMN06094147	Homo sapiens
SAMN06094148	Homo sapiens
SAMN06094149	Homo sapiens
SAMN06094150	Homo sapiens
SAMN06094151	Homo sapiens
SAMN06094152	Homo sapiens
SAMN06094153	Homo sapiens
SAMN06094154	Homo sapiens
SAMN06094155	Homo sapiens
SAMN06094156	Homo sapiens
SAMN06094157	Homo sapiens
SAMN06094158	Homo sapiens
SAMN06094159	Homo sapiens
SAMN06094160	Homo sapiens
SAMN06094161	Homo sapiens
SAMN06094162	Homo sapiens
SAMN06094163	Homo sapiens
SAMN06094164	Homo sapiens
SAMN06094165	Homo sapiens
SAMN06094166	Homo sapiens
SAMN06094167	Homo sapiens
SAMN06094168	Homo sapiens
