BioSample	collection_date
SAMN10120084	2002-06-18
SAMN10120085	2002-09-16
SAMN10120086	2003-03-25
SAMN10120087	2003-06-09
SAMN10120088	2003-04-04
SAMN10120089	2003-03-10
SAMN10219708	2016
SAMN10219709	2016
SAMN10278076	2014-08-05
SAMN10279424	2015-09-29
SAMN10386492	2015
SAMN10386493	2015
SAMN10386494	2015
SAMN10386495	2015
SAMN10386496	2015
SAMN10386497	2015
SAMN10386498	2015
SAMN10417143	2012
SAMN10417144	2012
SAMN10417147	2012
SAMN10417148	2012
SAMN10417149	2012
SAMN10587724	2017
SAMN10587736	2017
SAMN10588750	2017
SAMN10589319	2017
SAMN10589489	2017
SAMN10592335	2017
SAMN10592336	2017
SAMN10592345	2017
SAMN10592348	2017
SAMN10592494	2017
SAMN10592500	2017
SAMN10593020	2017
SAMN10593042	2017
SAMN10593104	2017
SAMN10593109	2017
SAMN10593121	2017
SAMN10593327	2017
SAMN10601611	2017
SAMN10601620	2017
SAMN10659527	2015-01-26
SAMN10659528	2015-02-17
SAMN10659529	2015-02-20
SAMN10659530	2015-02-26
SAMN10659531	2015-02-28
SAMN10659532	2015-03-01
SAMN10659533	2016-10-06
SAMN10659534	2016-10-07
SAMN10659535	2016-12-07
SAMN10659536	2016-12-08
SAMN10697415	2012-01-01
SAMN10697416	2012-01-01
SAMN10697417	2012-01-01
SAMN10697418	2012-01-01
SAMN10697419	2012-01-01
SAMN10697420	2012-01-01
SAMN10697421	2012-01-01
SAMN10697422	2012-01-01
SAMN10697423	2012-01-01
SAMN10697424	2012-01-01
SAMN10697425	2012-01-01
SAMN10697426	2012-01-01
SAMN10697427	2012-01-01
SAMN10697428	2012-01-01
SAMN10697429	2012-01-01
SAMN10697430	2012-01-01
SAMN10697431	2012-01-01
SAMN10697432	2012-01-01
SAMN10697433	2012-01-01
SAMN10697434	2012-01-01
SAMN10697435	2012-01-01
SAMN10697436	2012-01-01
SAMN10697437	2012-01-01
SAMN10697438	2012-01-01
SAMN10697439	2012-01-01
SAMN10697440	2012-01-01
SAMN10697441	2012-01-01
SAMN10697442	2012-01-01
SAMN10697443	2012-01-01
SAMN10697444	2012-01-01
SAMN10697445	2012-01-01
SAMN10697446	2012-01-01
SAMN10697447	2012-01-01
SAMN10697448	2012-01-01
SAMN10697449	2012-01-01
SAMN10697450	2012-01-01
SAMN10697451	2012-01-01
SAMN10697452	2012-01-01
SAMN10697453	2012-01-01
SAMN10697454	2012-01-01
SAMN10697455	2012-01-01
SAMN10697456	2012-01-01
SAMN10697457	2012-01-01
SAMN10697459	2012-01-01
SAMN10697460	2012-01-01
SAMN10697461	2012-01-01
SAMN10697462	2012-01-01
SAMN10697463	2012-01-01
SAMN10697464	2012-01-01
SAMN10697465	2012-01-01
SAMN10697466	2012-01-01
SAMN10697467	2012-01-01
SAMN10697468	2012-01-01
SAMN10697469	2012-01-01
SAMN10697470	2012-01-01
SAMN10697471	2012-01-01
SAMN10697472	2012-01-01
SAMN10697473	2012-01-01
SAMN10697474	2012-01-01
SAMN10697475	2012-01-01
SAMN10697476	2012-01-01
SAMN10697477	2012-01-01
SAMN10697478	2012-01-01
SAMN10697479	2012-01-01
SAMN10697480	2012-01-01
SAMN10697481	2012-01-01
SAMN10697482	2012-01-01
SAMN10697483	2012-01-01
SAMN10697484	2012-01-01
SAMN10697485	2012-01-01
SAMN10697486	2012-01-01
SAMN10697487	2012-01-01
SAMN10697488	2012-01-01
SAMN10697489	2012-01-01
SAMN10697490	2012-01-01
SAMN10697491	2012-01-01
SAMN10697492	2012-01-01
SAMN10697493	2012-01-01
SAMN10697494	2012-01-01
SAMN10697495	2012-01-01
SAMN10697496	2012-01-01
SAMN10697497	2012-01-01
SAMN10697498	2012-01-01
SAMN10697499	2012-01-01
SAMN10697500	2012-01-01
SAMN10697501	2012-01-01
SAMN10697502	2012-01-01
SAMN10697503	2012-01-01
SAMN10697504	2012-01-01
SAMN10697505	2012-01-01
SAMN10697506	2012-01-01
SAMN10697507	2012-01-01
SAMN10697508	2012-01-01
SAMN10697509	2012-01-01
SAMN10697510	2012-01-01
SAMN10697511	2012-01-01
SAMN10697512	2012-01-01
SAMN10697513	2012-01-01
SAMN10697514	2012-01-01
SAMN10697515	2012-01-01
SAMN10697516	2012-01-01
SAMN10697517	2012-01-01
SAMN10697518	2012-01-01
SAMN10697519	2012-01-01
SAMN10697520	2012-01-01
SAMN10697521	2012-01-01
SAMN10697522	2012-01-01
SAMN10697523	2012-01-01
SAMN10697524	2012-01-01
SAMN10697525	2012-01-01
SAMN10697526	2012-01-01
SAMN10697527	2012-01-01
SAMN10697528	2012-01-01
SAMN10697529	2012-01-01
SAMN10697530	2012-01-01
SAMN10697531	2012-01-01
SAMN10697532	2012-01-01
SAMN10697533	2012-01-01
SAMN10697534	2012-01-01
SAMN10697535	2012-01-01
SAMN10697536	2012-01-01
SAMN10697537	2012-01-01
SAMN10697538	2012-01-01
SAMN10697539	2012-01-01
SAMN10697540	2012-01-01
SAMN10697541	2012-01-01
SAMN10697542	2012-01-01
SAMN10697543	2012-01-01
SAMN10697544	2012-01-01
SAMN10697545	2012-01-01
SAMN10697546	2012-01-01
SAMN10697547	2012-01-01
SAMN10697548	2012-01-01
SAMN10697549	2012-01-01
SAMN10697550	2012-01-01
SAMN10697551	2012-01-01
SAMN10697552	2012-01-01
SAMN10697553	2012-01-01
SAMN10697554	2012-01-01
SAMN10697555	2012-01-01
SAMN10697556	2012-01-01
SAMN10697557	2012-01-01
SAMN10697558	2012-01-01
SAMN10697559	2012-01-01
SAMN10697560	2012-01-01
SAMN10697561	2012-01-01
SAMN10697562	2012-01-01
SAMN10697563	2012-01-01
SAMN10697564	2012-01-01
SAMN10697565	2012-01-01
SAMN10697566	2012-01-01
SAMN10697567	2012-01-01
SAMN10697568	2012-01-01
SAMN10697569	2012-01-01
SAMN10697570	2012-01-01
SAMN10697571	2012-01-01
SAMN10697572	2012-01-01
SAMN10697573	2012-01-01
SAMN10697574	2012-01-01
SAMN10697575	2012-01-01
SAMN10697576	2012-01-01
SAMN10697577	2012-01-01
SAMN10697578	2012-01-01
SAMN10697579	2012-01-01
SAMN10697580	2012-01-01
SAMN10697581	2012-01-01
SAMN10697582	2012-01-01
SAMN10697583	2012-01-01
SAMN10697585	2012-01-01
SAMN10697586	2012-01-01
SAMN10697587	2012-01-01
SAMN10697588	2012-01-01
SAMN10697589	2012-01-01
SAMN10697590	2012-01-01
SAMN10697591	2012-01-01
SAMN10697592	2012-01-01
SAMN10697593	2012-01-01
SAMN10697594	2012-01-01
SAMN10697595	2012-01-01
SAMN10697596	2012-01-01
SAMN10697597	2012-01-01
SAMN10697598	2012-01-01
SAMN10697599	2012-01-01
SAMN10697600	2012-01-01
SAMN10697601	2012-01-01
SAMN10697602	2012-01-01
SAMN10697603	2012-01-01
SAMN10697604	2012-01-01
SAMN10697605	2012-01-01
SAMN10697606	2012-01-01
SAMN10697607	2012-01-01
SAMN10697608	2012-01-01
SAMN10697609	2012-01-01
SAMN10697610	2012-01-01
SAMN10697611	2012-01-01
SAMN10697612	2012-01-01
SAMN10697613	2012-01-01
SAMN10697614	2012-01-01
SAMN10697615	2012-01-01
SAMN10697616	2012-01-01
SAMN10697617	2012-01-01
SAMN10697618	2012-01-01
SAMN10697619	2012-01-01
SAMN10697620	2012-01-01
SAMN10697621	2012-01-01
SAMN10697622	2012-01-01
SAMN10697623	2012-01-01
SAMN10697624	2012-01-01
SAMN10697625	2012-01-01
SAMN10697626	2012-01-01
SAMN10697627	2012-01-01
SAMN10697628	2012-01-01
SAMN10697629	2012-01-01
SAMN10697630	2012-01-01
SAMN10697631	2012-01-01
SAMN10697632	2012-01-01
SAMN10697633	2012-01-01
SAMN10697634	2012-01-01
SAMN10697635	2012-01-01
SAMN10697636	2012-01-01
SAMN10697637	2012-01-01
SAMN10697638	2012-01-01
SAMN10697639	2012-01-01
SAMN10697640	2012-01-01
SAMN10697642	2012-01-01
SAMN10697643	2012-01-01
SAMN10697644	2012-01-01
SAMN10697645	2012-01-01
SAMN10697646	2012-01-01
SAMN10697647	2012-01-01
SAMN10697648	2012-01-01
SAMN10697649	2012-01-01
SAMN10697650	2012-01-01
SAMN10697651	2012-01-01
SAMN10697652	2012-01-01
SAMN10697653	2012-01-01
SAMN10697654	2012-01-01
SAMN10697655	2012-01-01
SAMN10697656	2012-01-01
SAMN10697657	2012-01-01
SAMN10697658	2012-01-01
SAMN10697659	2012-01-01
SAMN10697660	2012-01-01
SAMN10697661	2012-01-01
SAMN10697662	2012-01-01
SAMN10697663	2012-01-01
SAMN10697664	2012-01-01
SAMN10697665	2012-01-01
SAMN10697666	2012-01-01
SAMN10697667	2012-01-01
SAMN10697668	2012-01-01
SAMN10697669	2012-01-01
SAMN10697670	2012-01-01
SAMN10697671	2012-01-01
SAMN10697672	2012-01-01
SAMN10697673	2012-01-01
SAMN10697674	2012-01-01
SAMN10697675	2012-01-01
SAMN10697676	2012-01-01
SAMN10697677	2012-01-01
SAMN10697678	2012-01-01
SAMN10697679	2012-01-01
SAMN10697680	2012-01-01
SAMN10697681	2012-01-01
SAMN10697682	2012-01-01
SAMN10697683	2012-01-01
SAMN10697684	2012-01-01
SAMN10697685	2012-01-01
SAMN10697686	2012-01-01
SAMN10697687	2012-01-01
SAMN10697688	2012-01-01
SAMN10697689	2012-01-01
SAMN10697690	2012-01-01
SAMN10697691	2012-01-01
SAMN10697692	2012-01-01
SAMN10697693	2012-01-01
SAMN10697694	2012-01-01
SAMN10697695	2012-01-01
SAMN10697696	2012-01-01
SAMN10697697	2012-01-01
SAMN10697698	2012-01-01
SAMN10697699	2012-01-01
SAMN10697700	2012-01-01
SAMN10697701	2012-01-01
SAMN10697702	2012-01-01
SAMN10697703	2012-01-01
SAMN10697704	2012-01-01
SAMN10697705	2012-01-01
SAMN10697706	2012-01-01
SAMN10697707	2012-01-01
SAMN10697708	2012-01-01
SAMN10697709	2012-01-01
SAMN10697710	2012-01-01
SAMN10697711	2012-01-01
SAMN10697712	2012-01-01
SAMN10697713	2012-01-01
SAMN10697714	2012-01-01
SAMN10697715	2012-01-01
SAMN10697716	2012-01-01
SAMN10697717	2012-01-01
SAMN10697718	2012-01-01
SAMN10697719	2012-01-01
SAMN10697720	2012-01-01
SAMN10697721	2012-01-01
SAMN10697722	2012-01-01
SAMN10697723	2012-01-01
SAMN10697724	2012-01-01
SAMN10697725	2012-01-01
SAMN10697726	2012-01-01
SAMN10697727	2012-01-01
SAMN10697728	2012-01-01
SAMN10697729	2012-01-01
SAMN10697730	2012-01-01
SAMN10697731	2012-01-01
SAMN10697732	2012-01-01
SAMN10697733	2012-01-01
SAMN10697734	2012-01-01
SAMN10697735	2012-01-01
SAMN10697736	2012-01-01
SAMN10697737	2012-01-01
SAMN10697738	2012-01-01
SAMN10697739	2012-01-01
SAMN10697740	2012-01-01
SAMN10697741	2012-01-01
SAMN10697742	2012-01-01
SAMN10697743	2012-01-01
SAMN10697744	2012-01-01
SAMN10697745	2012-01-01
SAMN10697746	2012-01-01
SAMN10697747	2012-01-01
SAMN10697748	2012-01-01
SAMN10697749	2012-01-01
SAMN10697750	2012-01-01
SAMN10697751	2012-01-01
SAMN10697752	2012-01-01
SAMN10697753	2012-01-01
SAMN10697754	2012-01-01
SAMN10697755	2012-01-01
SAMN10697756	2012-01-01
SAMN10697757	2012-01-01
SAMN10697758	2012-01-01
SAMN10697759	2012-01-01
SAMN10697760	2012-01-01
SAMN10697761	2012-01-01
SAMN10697762	2012-01-01
SAMN10697763	2012-01-01
SAMN10697764	2012-01-01
SAMN10697765	2012-01-01
SAMN10697766	2012-01-01
SAMN10697767	2012-01-01
SAMN10697768	2012-01-01
SAMN10697769	2012-01-01
SAMN10697770	2012-01-01
SAMN10697771	2012-01-01
SAMN10697772	2012-01-01
SAMN10697773	2012-01-01
SAMN10697774	2012-01-01
SAMN10697775	2012-01-01
SAMN10697776	2012-01-01
SAMN10697777	2012-01-01
SAMN10697778	2012-01-01
SAMN10697779	2012-01-01
SAMN10697780	2012-01-01
SAMN10697781	2012-01-01
SAMN10697782	2012-01-01
SAMN10697783	2012-01-01
SAMN10697784	2012-01-01
SAMN10697785	2012-01-01
SAMN10697786	2012-01-01
SAMN10697787	2012-01-01
SAMN10697788	2012-01-01
SAMN10697789	2012-01-01
SAMN10697790	2012-01-01
SAMN10697791	2012-01-01
SAMN10697792	2012-01-01
SAMN10697793	2012-01-01
SAMN10697794	2012-01-01
SAMN10697795	2012-01-01
SAMN10697796	2012-01-01
SAMN10697797	2012-01-01
SAMN10697798	2012-01-01
SAMN10697799	2012-01-01
SAMN10697800	2012-01-01
SAMN10697801	2012-01-01
SAMN10697802	2012-01-01
SAMN10697803	2012-01-01
SAMN10697804	2012-01-01
SAMN10697805	2012-01-01
SAMN10697806	2012-01-01
SAMN10697807	2012-01-01
SAMN10697808	2012-01-01
SAMN10697809	2012-01-01
SAMN10697810	2012-01-01
SAMN10697811	2012-01-01
SAMN10697812	2012-01-01
SAMN10697813	2012-01-01
SAMN10697814	2012-01-01
SAMN10697815	2012-01-01
SAMN10697816	2012-01-01
SAMN10697817	2012-01-01
SAMN10697818	2012-01-01
SAMN10697819	2012-01-01
SAMN10697820	2012-01-01
SAMN10697821	2012-01-01
SAMN10697822	2012-01-01
SAMN10697823	2012-01-01
SAMN10697824	2012-01-01
SAMN10697825	2012-01-01
SAMN10697826	2012-01-01
SAMN10697827	2012-01-01
SAMN10697828	2012-01-01
SAMN10697829	2012-01-01
SAMN10697830	2012-01-01
SAMN10697831	2012-01-01
SAMN10697832	2012-01-01
SAMN10697833	2012-01-01
SAMN10697834	2012-01-01
SAMN10697835	2012-01-01
SAMN10697836	2012-01-01
SAMN10697837	2012-01-01
SAMN10697838	2012-01-01
SAMN10697839	2012-01-01
SAMN10697840	2012-01-01
SAMN10697841	2012-01-01
SAMN10697842	2012-01-01
SAMN10697843	2012-01-01
SAMN10697844	2012-01-01
SAMN10697845	2012-01-01
SAMN10697846	2012-01-01
SAMN10697847	2012-01-01
SAMN10697848	2012-01-01
SAMN10697849	2012-01-01
SAMN10697850	2012-01-01
SAMN10697851	2012-01-01
SAMN10697852	2012-01-01
SAMN10697853	2012-01-01
SAMN10697854	2012-01-01
SAMN10697855	2012-01-01
SAMN10697856	2012-01-01
SAMN10697857	2012-01-01
SAMN10697858	2012-01-01
SAMN10697859	2012-01-01
SAMN10697860	2012-01-01
SAMN10697861	2012-01-01
SAMN10697862	2012-01-01
SAMN10697863	2012-01-01
SAMN10697864	2012-01-01
SAMN10697865	2012-01-01
SAMN10697866	2012-01-01
SAMN10697867	2012-01-01
SAMN10697868	2012-01-01
SAMN10697869	2012-01-01
SAMN10697870	2012-01-01
SAMN10697871	2012-01-01
SAMN10697872	2012-01-01
SAMN10697873	2012-01-01
SAMN10697874	2012-01-01
SAMN10697875	2012-01-01
SAMN10697876	2012-01-01
SAMN10697877	2012-01-01
SAMN10697878	2012-01-01
SAMN10697879	2012-01-01
SAMN10697880	2012-01-01
SAMN10697881	2012-01-01
SAMN10697882	2012-01-01
SAMN10697883	2012-01-01
SAMN10697884	2012-01-01
SAMN10697885	2012-01-01
SAMN10697886	2012-01-01
SAMN10697887	2012-01-01
SAMN10697888	2012-01-01
SAMN10697889	2012-01-01
SAMN10697890	2012-01-01
SAMN10697891	2012-01-01
SAMN10697892	2012-01-01
SAMN10697893	2012-01-01
SAMN10697894	2012-01-01
SAMN10697895	2012-01-01
SAMN11523165	2009
SAMN11554257	2003
SAMN11554259	2009
SAMN11554260	2009
SAMN11554261	2009
SAMN11554262	2009
SAMN11619167	2009
SAMN11619168	2009
SAMN11619169	2009
SAMN11619170	2009
SAMN11619171	2010
SAMN11619172	2010
SAMN11619173	2010
SAMN11619174	2010
SAMN11619175	2010
SAMN11619176	2010
SAMN11619177	2011
SAMN11619178	2011
SAMN11619179	2011
SAMN11619180	2012
SAMN11619181	2011
SAMN11620726	2018-01-01
SAMN11620747	2014
SAMN11620770	2014
SAMN11620795	2014
SAMN11620796	2014
SAMN11620797	2014
SAMN11620807	2015
SAMN11620808	2013
SAMN11620809	2014
SAMN11620810	2014
SAMN11620847	2015
SAMN11620937	2014
SAMN11954087	2015-11-10
SAMN12126281	2012
SAMN12216145	2011
SAMN12358388	2010-03-24
SAMN12358389	2010-03-22
SAMN12358390	2010-03-20
SAMN12358391	2010-03-13
SAMN12358392	2010-03-14
SAMN12358393	2010-03-15
SAMN12358394	2010-03-16
SAMN12358395	2010-03-17
SAMN12358396	2010-03-18
SAMN12388335	2012-12-19
SAMN12388336	2012-09-11
SAMN12429790	2005-04/2017-05
SAMN12429791	2005-04/2017-05
SAMN12429792	2005-04/2017-05
SAMN12429793	2005-04/2017-05
SAMN12429794	2005-04/2017-05
SAMN12429795	2005-04/2017-05
SAMN12429796	2005-04/2017-05
SAMN12429797	2005-04/2017-05
SAMN12429798	2005-04/2017-05
SAMN12429799	2005-04/2017-05
SAMN12429800	2005-04/2017-05
SAMN12429801	2005-04/2017-05
SAMN12429802	2005-04/2017-05
SAMN12429803	2005-04/2017-05
SAMN12429804	2005-04/2017-05
SAMN12429805	2005-04/2017-05
SAMN12429806	2005-04/2017-05
SAMN12429807	2005-04/2017-05
SAMN12429808	2005-04/2017-05
SAMN12429809	2005-04/2017-05
SAMN12429810	2005-04/2017-05
SAMN12429811	2005-04/2017-05
SAMN12429812	2005-04/2017-05
SAMN12429813	2005-04/2017-05
SAMN12429814	2005-04/2017-05
SAMN12429815	2005-04/2017-05
SAMN12429816	2005-04/2017-05
SAMN12429817	2005-04/2017-05
SAMN12429818	2005-04/2017-05
SAMN12429819	2005-04/2017-05
SAMN12429820	2005-04/2017-05
SAMN12429821	2005-04/2017-05
SAMN12429822	2005-04/2017-05
SAMN12429823	2005-04/2017-05
SAMN12429824	2005-04/2017-05
SAMN12429825	2005-04/2017-05
SAMN12429826	2005-04/2017-05
SAMN12429827	2005-04/2017-05
SAMN12429828	2005-04/2017-05
SAMN12429829	2005-04/2017-05
SAMN12537184	1905
SAMN12537185	1905
SAMN12537186	1995
SAMN12537187	1995
SAMN12537188	1995
SAMN12726462	2015-07-17
SAMN12785870	2016-04-15
SAMN12816907	2006
SAMN12877714	2017-12-06
SAMN12878103	2017-10-20
SAMN12878104	2017-11-21
SAMN12878105	2017-11-24
SAMN12878106	2018-02-05
SAMN12878107	2018-02-22
SAMN12878108	2018-03-15
SAMN12878111	2018-03-22
SAMN12911364	2018
SAMN13191639	2017
SAMN13219581	2017-09
SAMN13556300	2018-04-01/2019-06-13
SAMN13736268	2017-05-08
SAMN14053477	2005-02-20/2018-12-25
SAMN14053478	2005-02-20/2018-12-25
SAMN14299286	2014-04-08
SAMN14299287	2014-03-28
SAMN14598146	2019-04-19
SAMN15348336	2006
SAMN15753983	2002
SAMN15832760	1969
SAMN15850497	1993
SAMN15963001	2015
SAMN16406462	1999-06-15
SAMN16406463	1997-06-15
SAMN16406464	1994-06-15
SAMN16406465	1998-06-15
SAMN16406466	2010-03-01
SAMN16406467	2011-11-15
SAMN16406468	1999-06-15
SAMN16406469	2011-02-15
SAMN16406470	1991-07-19
SAMN16406471	2011-11-15
SAMN16406472	2009-09-11
SAMN16406473	2011-11-15
SAMN16406474	2011-11-15
SAMN16406475	2009-02-17
SAMN16406476	2002-06-14
SAMN16406477	2008-02-05
SAMN16406478	2011-11-06
SAMN16406479	1998-09-11
SAMN16605479	1972
SAMN16624766	2019
SAMN16624767	2019
SAMN16624768	2019
SAMN16624769	2019
SAMN16624770	2019
SAMN16624771	2019
SAMN16624772	2019
SAMN16624773	2019
SAMN16624774	2019
SAMN16624775	2019
SAMN16808033	2019
SAMN16808034	2017
SAMN16808035	2017
SAMN16808036	2017
SAMN16808037	2018
SAMN16808038	2017
SAMN16808039	2018
SAMN16808040	2017
SAMN16808041	2018
SAMN16808042	2019
SAMN16808043	2019
SAMN16808044	2017
SAMN16808045	2019
SAMN16808046	2018
SAMN16808047	2017
SAMN16808048	2017
SAMN16808049	2017
SAMN16808050	2017
SAMN16808051	2018
SAMN16808052	2018
SAMN16808053	2018
SAMN16808054	2017
SAMN16808055	2017
SAMN16808056	2017
SAMN16808057	2017
SAMN16808058	2018
SAMN16808059	2017
SAMN16808060	2017
SAMN16808061	2018
SAMN16808062	2018
SAMN16808063	2017
SAMN16808064	2018
SAMN16808065	2018
SAMN16808066	2017
SAMN16808067	2017
SAMN16808068	2017
SAMN16808069	2018
SAMN16808070	2018
SAMN16808071	2016
SAMN16808072	2017
SAMN16808073	2017
SAMN16808074	2019
SAMN16808075	2019
SAMN16808076	2017
SAMN16808077	2018
SAMN16808078	2017
SAMN16808079	2018
SAMN16808080	2017
SAMN16808081	2018
SAMN16808082	2018
SAMN16808083	2018
SAMN16808084	2018
SAMN16808085	2018
SAMN16808086	2018
SAMN16808087	2018
SAMN16808088	2019
SAMN17832565	2019-06-25
SAMN18056856	2018-06-22
SAMN18056929	2018-06-18
SAMN18264920	1900
SAMN18264921	2010
SAMN18478719	2019-09-04
SAMN18478723	2019-09-26
SAMN18478725	2019-10-26
SAMN18478726	2019-11-01
SAMN18478735	2020-02-19
SAMN18478737	2020-02-25
SAMN18478738	2020-02-25
SAMN18478739	2020-02-25
SAMN18572639	2020
SAMN18572640	2020
SAMN18572641	2020
SAMN18576178	2020
SAMN18576179	2020
SAMN18576180	2020
SAMN18576181	2020
SAMN18576182	2020
SAMN18614372	2012-01-01
SAMN18928235	2019-07-01
SAMN19110219	2000
SAMN19110220	1997
SAMN19129632	2009-08-24
SAMN19129633	2012-09-22
SAMN19960505	2021-01-09
SAMN20355888	2019-09-10
SAMN20355891	2019-09-18
SAMN20355905	2019-12-12
SAMN20600143	2019-09-20
SAMN20600144	2019-09-21
SAMN20600146	2019-10-18
SAMN20600150	2020-01-21
SAMN20600152	2020-02-12
SAMN20600154	2020-02-19
SAMN20600155	2020-02-19
SAMN20600163	2021-01-27
SAMN21018175	2018-02-23
SAMN21018176	2018-03-06
SAMN21018177	2018-06-13
SAMN21018178	2018-08-17
SAMN21194396	2019
SAMN21558691	2016
SAMN21593408	2017
SAMN21593409	2019
SAMN21593410	2019
SAMN21593411	2019
SAMN21593412	2018
SAMN21593413	2017
SAMN21593414	2017
SAMN21593415	2017
SAMN21593416	2017
SAMN21593417	2018
SAMN21593418	2018
SAMN21593419	2018
SAMN21593420	2018
SAMN21593421	2018
SAMN21593422	2018
SAMN21593423	2018
SAMN21593424	2018
SAMN21593425	2018
SAMN21593426	2018
SAMN21593427	2018
SAMN21593428	2018
SAMN21593429	2017
SAMN21593430	2017
SAMN21593431	2017
SAMN21593432	2017
SAMN21593433	2017
SAMN21593434	2017
SAMN21593435	2017
SAMN21593436	2016
SAMN21593437	2016
SAMN21593438	2013
SAMN21593439	2011
SAMN21593440	2016
SAMN21593441	2016
SAMN21593442	2016
SAMN21593443	2016
SAMN21593444	2016
SAMN21593445	2016
SAMN21593446	2015
SAMN21593447	2015
SAMN21593448	2011
SAMN21593449	2011
SAMN21593450	2010
SAMN21593451	2010
SAMN21593452	2010
SAMN21593453	2010
SAMN21593454	2010
SAMN21593455	2010
SAMN21593456	2010
SAMN21593457	2010
SAMN21593458	2010
SAMN21593459	2009
SAMN21593460	2009
SAMN21593461	2010
SAMN21593462	2010
SAMN21593463	2010
SAMN21593464	2009
SAMN21593465	2010
SAMN21593466	2010
SAMN21593467	2009
SAMN21593468	2010
SAMN21593469	2009
SAMN21593470	2010
SAMN21593471	2009
SAMN21593472	2010
SAMN21593473	2010
SAMN21593474	2010
SAMN21593475	2009
SAMN21593476	2010
SAMN21593477	2010
SAMN21593478	2009
SAMN21593479	2010
SAMN21593480	2009
SAMN21593481	2010
SAMN21593482	2019
SAMN21593483	2019
SAMN21593484	2019
SAMN22322590	2019-12-25
SAMN23441947	2015
SAMN23482338	2019-01-16
SAMN27028218	2017
SAMN27028219	2017
SAMN27028220	2017
SAMN27028221	2019
