BioSample	collection_date
SAMN02053760	2008-04-03
SAMN02053761	2008-05-08
SAMN02053762	2008-05-12
SAMN02053763	2008-05-12
SAMN02053764	2008-05-13
SAMN02053765	2008-05-13
SAMN02053766	2008-05-20
SAMN02053767	2008-06-09
SAMN02053768	2008-07-15
SAMN02053769	2008-07-17
SAMN02053770	2008-07-22
SAMN02053771	2008-07-30
SAMN02053772	2008-07-31
SAMN02053773	2008-07-31
SAMN02053775	2008-08-14
SAMN02053776	2008-08-14
SAMN02053777	2008-08-14
SAMN02053778	2008-08-14
SAMN02053779	2008-09-10
SAMN02053780	2008-09-11
SAMN02053781	2009-01-26
SAMN02053782	2009-04-23
SAMN02053783	2009-05-21
SAMN02053785	2009-07-21
SAMN02053786	2009-08-11
SAMN02053787	2009-11-25
SAMN02053788	2009-11-27
SAMN02053789	2009-11-27
SAMN02053790	2009-11-27
SAMN02053791	2009-11-30
SAMN02053793	2010-01-06
SAMN02053794	2010-01-07
SAMN02053795	2010-01-12
SAMN02053796	2010-01-12
SAMN02053797	2010-01-13
SAMN02053798	2010-01-14
SAMN02053799	2010-01-15
SAMN02053800	2010-01-18
SAMN02053801	2010-01-18
SAMN02053802	2010-02-02
SAMN02053803	2010-02-03
SAMN02053804	2010-02-23
SAMN02053805	2010-02-25
SAMN02053806	2010-02-26
SAMN02053807	2010-03-01
SAMN02053808	2010-03-04
SAMN02053809	2010-03-09
SAMN02053810	2010-03-11
SAMN02053811	2008-01-23
SAMN02053812	2008-01-04
SAMN02053813	2008-01-10
SAMN02053814	2008-01-23
SAMN02053815	2008-02-04
SAMN02053816	2008-03-03
SAMN02053817	2008-03-06
SAMN02053818	2008-02-29
SAMN02053819	2008-03-03
SAMN02053820	2008-03-04
SAMN02053821	2008-03-20
SAMN02053823	2008-03-27
SAMN02053824	2008-04-17
SAMN02316561	2004
SAMN02318534	2012-07
SAMN02350456	2013-01-30
SAMN02350457	2013-02-12
SAMN02350458	2013-02-12
SAMN02350459	2013-03-26
SAMN02350460	2013-03-27
SAMN02350461	2013-03-27
SAMN02350462	2013-05-10
SAMN02350463	2013-05-10
SAMN02350464	2013-05-10
SAMN02350465	2013-05-10
SAMN02350466	2013-05-10
SAMN02350467	2013-05-10
SAMN02350468	2013-05-22
SAMN02350469	2013-05-22
SAMN02350470	2013-05-22
SAMN02350471	2013-05-22
SAMN02350472	2013-05-22
SAMN02350473	2013-05-22
SAMN02350474	2013-05-22
SAMN02350475	2013-05-31
SAMN02350476	2013-05-31
SAMN02350477	2013-05-31
SAMN02350478	2013-05-31
SAMN02350479	2013-06-14
SAMN02350480	2013-06-14
SAMN02350481	2013-06-14
SAMN02350482	2013-03-18
SAMN02350483	2013-04-05
SAMN02350484	2013-04-24
SAMN02350485	2013-04-08
SAMN02350486	2013-04-04
SAMN02350487	2013-04-10
SAMN02350488	2013-02-04
SAMN02350489	2013-04-08
SAMN02350490	2013-04-04
SAMN02350491	2013-04-17
SAMN02350492	2013-04-15
SAMN02350493	2013-03-27
SAMN02350494	2013-03-25
SAMN02350495	2013-04-06
SAMN02350496	2013-04-05
SAMN02360620	2013
SAMN02360622	2013
SAMN02360625	2013
SAMN02360627	2013
SAMN02360630	2013
SAMN02364076	2009-09-24
SAMN02364077	2007-08-06
SAMN02364078	2007-05-23
SAMN02364079	2011-03-15
SAMN02364080	2011-04-11
SAMN02398693	2009-09-09
SAMN02398694	2009-09-13
SAMN02398695	2010-01-06
SAMN02398696	2009-08-06
SAMN02398697	2009-12-03
SAMN02398698	2009-12-06
SAMN02398699	2010-08-05
SAMN02398700	2010-08-15
SAMN02398701	2009-12-14
SAMN02398702	2011-07-04
SAMN02398703	2011-10-19
SAMN02398704	2011-02-07
SAMN02398705	2010-01-07
SAMN02398706	2009-12-06
SAMN02398708	2010-01-10
SAMN02398711	2011-08-08
SAMN02398712	2012-02-27
SAMN02398713	2012-12-09
SAMN02398714	2009-05-19
SAMN02398715	2009-10-01
SAMN02398716	2011-07-25
SAMN02402662	2007-11-19
SAMN02402663	2009-04-17
SAMN02402664	2008-10-17
SAMN02402665	2009-04-24
SAMN02402666	2007-10-11
SAMN02402667	2007-04-11
SAMN02414841	2003
SAMN02414842	2003
SAMN02414843	2004
SAMN02414844	2005
SAMN02414845	2007
SAMN02414846	2003
SAMN02414847	2003
SAMN02414848	2003
SAMN02414851	2003
SAMN02414852	2004
SAMN02414853	2003
SAMN02414854	2004
SAMN02414855	2004
SAMN02414856	2004
SAMN02414857	2004
SAMN02414858	2004
SAMN02414859	2004
SAMN02414860	2004
SAMN02414861	2005
SAMN02414862	2005
SAMN02414863	2005
SAMN02414864	2005
SAMN02414865	2003
SAMN02414866	2005
SAMN02414867	2005
SAMN02414868	2006
SAMN02414869	2006
SAMN02414870	2006
SAMN02414871	2006
SAMN02414872	2006
SAMN02414873	2006
SAMN02414874	2007
SAMN02414875	2007
SAMN02414876	2007
SAMN02414877	2003
SAMN02414878	2007
SAMN02414879	2007
SAMN02414880	2007
SAMN02414881	2007
SAMN02414882	2007
SAMN02414883	2007
SAMN02414884	2007
SAMN02414885	2007
SAMN02414886	2007
SAMN02414887	2007
SAMN02414888	2007
SAMN02414889	2007
SAMN02414890	2007
SAMN02414891	2007
SAMN02414892	2007
SAMN02414893	2007
SAMN02414894	2007
SAMN02414895	2007
SAMN02414896	2007
SAMN02414897	2007
SAMN02414898	2008
SAMN02414899	2008
SAMN02414900	2008
SAMN02414901	2008
SAMN02414902	2008
SAMN02414903	2008
SAMN02414904	2008
SAMN02414905	2008
SAMN02414906	2008
SAMN02414908	2008
SAMN02414909	2008
SAMN02414910	2008
SAMN02414911	2008
SAMN02414912	2008
SAMN02414913	2008
SAMN02414914	2008
SAMN02414915	2009
SAMN02414916	2009
SAMN02414917	2009
SAMN02414918	2009
SAMN02414919	2009
SAMN02414920	2009
SAMN02414921	2009
SAMN02414922	2009
SAMN02414923	2009
SAMN02414924	2009
SAMN02414925	2009
SAMN02414926	2009
SAMN02414927	2009
SAMN02414928	2009
SAMN02414929	2009
SAMN02414930	2009
SAMN02414931	2010
SAMN02414932	2010
SAMN02414933	2010
SAMN02414934	2010
SAMN02414935	2010
SAMN02414936	2010
SAMN02414937	2010
SAMN02414938	2010
SAMN02414939	2010
SAMN02414940	2010
SAMN02414941	2010
SAMN02414942	2010
SAMN02414943	2010
SAMN02414944	2010
SAMN02414945	2010
SAMN02414946	2010
SAMN02414947	2010
SAMN02414948	2010
SAMN02414949	2010
SAMN02414950	2010
SAMN02414951	2010
SAMN02414952	2011
SAMN02414953	2011
SAMN02414954	2011
SAMN02414955	2011
SAMN02414956	2011
SAMN02414957	2011
SAMN02414958	2011
SAMN02414959	2011
SAMN02414960	2011
SAMN02414961	2011
SAMN02414962	2011
SAMN02414963	2011
SAMN02414964	2011
SAMN02414965	2011
SAMN02414966	2011
SAMN02414967	2011
SAMN02414968	2011
SAMN02414969	2011
SAMN02414970	2011
SAMN02414971	2012
SAMN02414972	2012
SAMN02414973	2012
SAMN02414974	2012
SAMN02414975	2012
SAMN02414976	2012
SAMN02414977	2012
SAMN02414978	2012
SAMN02414979	2012
SAMN02414980	2012
SAMN02414981	2012
SAMN02414982	2012
SAMN02414983	2012
SAMN02414984	2012
SAMN02414985	2012
SAMN02414986	2013
SAMN02414987	2013
SAMN02414988	2013
SAMN02414989	2013
SAMN02414990	2013
SAMN02414991	2013
SAMN02414992	2013
SAMN02414993	2013
SAMN02419533	2013
SAMN02419534	2013
SAMN02419535	2012
SAMN02419536	2011
SAMN02419537	2011
SAMN02419538	2011
SAMN02419539	2012
SAMN02419541	2012
SAMN02419542	2011
SAMN02419543	2011
SAMN02419544	2009
SAMN02419545	2011
SAMN02419546	2011
SAMN02419547	2011
SAMN02419548	2012
SAMN02419549	2012
SAMN02419550	2012
SAMN02419551	2011
SAMN02419552	2012
SAMN02419553	2011
SAMN02419555	2012
SAMN02419556	2012
SAMN02419558	2012
SAMN02419559	2012
SAMN02419560	2012
SAMN02419561	2011
SAMN02419562	2011
SAMN02419563	2012
SAMN02419564	2011
SAMN02419565	2012
SAMN02419566	2012
SAMN02419567	2012
SAMN02419568	2011
SAMN02419569	2013
SAMN02419570	2012
SAMN02419571	2011
SAMN02419572	2013
SAMN02419573	2013
SAMN02419574	2012
SAMN02419575	2011
SAMN02419577	2012
SAMN02419578	2011
SAMN02419579	2011
SAMN02419580	2012
SAMN02419581	2012
SAMN02419582	2011
SAMN02419583	2013
SAMN02419584	2012
SAMN02419585	2012
SAMN02419586	2012
SAMN02419587	2012
SAMN02419588	2012
SAMN02419589	2012
SAMN02419590	2012
SAMN02419591	2013
SAMN02419592	2012
SAMN02419593	2013
SAMN02419594	2012
SAMN02419595	2013
SAMN02419596	2012
SAMN02419597	2013
SAMN02419598	2012
SAMN02419599	2010
SAMN02419600	2012
SAMN02419601	2012
SAMN02419602	2012
SAMN02419604	2012
SAMN02419605	2012
SAMN02419606	2012
SAMN02419607	2013
SAMN02419608	2013
SAMN02419609	2012
SAMN02419610	2012
SAMN02419611	2013
SAMN02419612	2013
SAMN02419613	2013
SAMN02419614	2012
SAMN02419615	2012
SAMN02419616	2012
SAMN02419617	2013
SAMN02419618	2012
SAMN02419620	2013
SAMN02419621	2013
SAMN02419622	2011
SAMN02419624	2012
SAMN02419625	2012
SAMN02419626	2012
SAMN02419627	2012
SAMN02419628	2012
SAMN02419629	2012
SAMN02419630	2011
SAMN02419631	2012
SAMN02419632	2012
SAMN02419633	2010
SAMN02419634	2012
SAMN02419635	2012
SAMN02419636	2012
SAMN02419637	2013
SAMN02419638	2012
SAMN02419639	2013
SAMN02419641	2012
SAMN02419642	2012
SAMN02419643	2013
SAMN02419644	2013
SAMN02419645	2012
SAMN02419646	2012
SAMN02419647	2012
SAMN02419648	2012
SAMN02419649	2012
SAMN02419650	2013
SAMN02419651	2012
SAMN02419653	2011
SAMN02419654	2013
SAMN02419655	2012
SAMN02419656	2012
SAMN02419657	2012
SAMN02419658	2012
SAMN02419659	2012
SAMN02419660	2011
SAMN02419661	2012
SAMN02419662	2012
SAMN02419663	2012
SAMN02419664	2012
SAMN02419665	2011
SAMN02419666	2011
SAMN02419667	2012
SAMN02419668	2013
SAMN02419669	2011
SAMN02419670	2012
SAMN02419671	2010
SAMN02419672	2011
SAMN02419673	2010
SAMN02419674	2012
SAMN02419675	2011
SAMN02419676	2010
SAMN02419677	2010
SAMN02419678	2012
SAMN02419679	2009
SAMN02419680	2009
SAMN02419681	2009
SAMN02419683	2010
SAMN02419685	2010
SAMN02419686	2010
SAMN02469670	2009
SAMN02469671	2009
SAMN02469672	2009
SAMN02470832	2010
SAMN02470833	1999
SAMN02471043	2004
SAMN02471044	2004
SAMN02471045	2004
SAMN02471046	2003
SAMN02471047	2003
SAMN02471048	2003
SAMN02471049	2003
SAMN02471050	2005
SAMN02471051	2006
SAMN02471052	2006
SAMN02471053	2008
SAMN02471054	2008
SAMN02471055	2009
SAMN02471056	2009
SAMN02471057	2011
SAMN02471058	2005
SAMN02471059	2006
SAMN02471060	2006
SAMN02471061	2006
SAMN02471062	2008
SAMN02471066	2003
SAMN02471067	2004
SAMN02471070	2004
SAMN02471071	2004
SAMN02471072	2010
SAMN02471073	2009
SAMN02471074	2005
SAMN02471075	2006
SAMN02471076	2006
SAMN02471077	2009
SAMN02471078	2009
SAMN02471080	2003
SAMN02471081	2004
SAMN02471082	2004
SAMN02471083	2003
SAMN02471084	2003
SAMN02471091	2003
SAMN02471092	2003
SAMN02471093	2004
SAMN02471094	2006
SAMN02471095	2007
SAMN02471096	2008
SAMN02471097	2009
SAMN02471098	2009
SAMN02471099	2010
SAMN02471100	2006
SAMN02471101	2007
SAMN02471102	2007
SAMN02471104	2004
SAMN02471105	2003
SAMN02471109	2003
SAMN02471110	2003
SAMN02471111	2006
SAMN02471112	2007
SAMN02471435	2012-07
SAMN02471862	2011
SAMN02567698	2013-02-15
SAMN02567699	2013-03-27
SAMN02567700	2013-03-01
SAMN02567701	2013-07-31
SAMN02567702	2013-02-01
SAMN02567703	2013-01-04
SAMN02567704	2013-11-16
SAMN02567705	2013-11-06
SAMN02567706	2013-05-13
SAMN02567707	2013-02-15
SAMN02567708	2013-02-26
SAMN02567709	2013-02-05
SAMN02567710	2013-07-15
SAMN02567711	2013-03-14
SAMN02567712	2013-03-12
SAMN02567713	2013-03-07
SAMN02567714	2013-02-28
SAMN02567715	2013-05-09
SAMN02567716	2013-02-26
SAMN02567718	2013-01-18
SAMN02567719	2013-02-16
SAMN02567720	2013-02-21
SAMN02567721	2013-02-08
SAMN02567722	2013-04-04
SAMN02567723	2013-03-22
SAMN02567724	2013-03-14
SAMN02567725	2013-01-17
SAMN02567726	2013-01-04
SAMN02567727	2013-06-28
SAMN02567728	2013-02-15
SAMN02567729	2013-01-15
SAMN02567730	2013-01-28
SAMN02567731	2013-12-14
SAMN02567732	2013-01-25
SAMN02567760	2006-01-05
SAMN02584583	2010-12-10
SAMN02584584	2010-12-10
SAMN02584585	2010-12-10
SAMN02584586	2010-12-10
SAMN02584587	2010-12-13
SAMN02584588	2010-11-11
SAMN02584589	2010-12-10
SAMN02584590	2010-12-13
SAMN02584591	2011-01-24
SAMN02584592	2010-12-16
SAMN02584593	2010-12-14
SAMN02584594	2011-01-01
SAMN02584595	2011-01-01
SAMN02584596	2010-12-17
SAMN02584597	2010-12-17
SAMN02584598	2010-12-06
SAMN02584599	2010-12-18
SAMN02584600	2010-12-27
SAMN02584601	2010-12-24
SAMN02584602	2010-12-27
SAMN02584603	2011-01-24
SAMN02584604	2010-12-27
SAMN02584605	2010-12-24
SAMN02584606	2010-12-24
SAMN02584607	2010-11-15
SAMN02584608	2010-11-17
SAMN02584609	2011-01-08
SAMN02584610	2010-12-06
SAMN02584611	2010-12-06
SAMN02584612	2010-10-22
SAMN02584613	2010-11-22
SAMN02584614	2010
SAMN02584615	2010-11-29
SAMN02584616	2010-12-06
SAMN02584617	2010-11-27
SAMN02584618	2010-11-29
SAMN02584619	2010-12-18
SAMN02584620	2010-11-29
SAMN02584621	2010-11-30
SAMN02584622	2010-11-30
SAMN02584623	2011-01-02
SAMN02584624	2010-11-30
SAMN02584625	2010-11-30
SAMN02584626	2010-12-03
SAMN02584627	2010-12-03
SAMN02584628	2010-12-03
SAMN02584629	2010-12-03
SAMN02584630	2010-12-03
SAMN02584631	2010-12-06
SAMN02584633	2010-12-10
SAMN02584634	2010-12-10
SAMN02584635	2010-11-15
SAMN02584636	2010-11-15
SAMN02584637	2010-11-15
SAMN02584638	2010-11-13
SAMN02584639	2010-11-13
SAMN02584640	2010-10-19
SAMN02584641	2010-11-04
SAMN02584642	2010-11-04
SAMN02584643	2010-11-04
SAMN02584644	2010-11-08
SAMN02584645	2010-11-04
SAMN02584646	2010-11-03
SAMN02584647	2010-10-29
SAMN02584648	2010-10-27
SAMN02584649	2010-10-27
SAMN02584650	2010-10-27
SAMN02584651	2010-10-27
SAMN02584652	2010-11-04
SAMN02584653	2010-11-04
SAMN02584654	2010-10-27
SAMN02584655	2010-10-05
SAMN02584656	2010-10-22
SAMN02584657	2010-10-07
SAMN02584658	2010-10-07
SAMN02584659	2010-10-07
SAMN02584660	2010-10-11
SAMN02584661	2010-10-07
SAMN02584662	2010-10-07
SAMN02584663	2010-10-11
SAMN02584664	2010-10-15
SAMN02584665	2010-10-14
SAMN02584666	2010-10-14
SAMN02584667	2010-10-21
SAMN02584668	2010-10-14
SAMN02584669	2010-10-14
SAMN02584670	2010-10-19
SAMN02584671	2010-10-21
SAMN02584672	2010-11-25
SAMN02584673	2010-10-06
SAMN02584674	2010-10-27
SAMN02584675	2010-10-27
SAMN02584676	2010-10-27
SAMN02584677	2010-10-27
SAMN02584678	2010-10-27
SAMN02585885	2012-12-11
SAMN02585887	2012-12-11
SAMN02585888	2013-01-15
SAMN02585889	2013-01-15
SAMN02585890	2013-01-15
SAMN02585891	2013-01-16
SAMN02585892	2013-01-30
SAMN02585893	2013-01-30
SAMN02585894	2013-02-05
SAMN02585895	2013-02-05
SAMN02585896	2013-02-06
SAMN02585897	2013-02-12
SAMN02585898	2013-02-12
SAMN02585899	2013-02-14
SAMN02585900	2013-02-20
SAMN02585901	2013-03-06
SAMN02585902	2013-03-12
SAMN02585904	2013-03-13
SAMN02585905	2013-03-13
SAMN02585906	2013-03-13
SAMN02585907	2013-03-13
SAMN02585909	2013-03-19
SAMN02585912	2013-03-20
SAMN02585916	2013-04-02
SAMN02585921	2013-04-03
SAMN02585922	2013-04-09
SAMN02585923	2013-04-09
SAMN02585925	2013-04-09
SAMN02585926	2013-04-10
SAMN02585927	2013-04-16
SAMN02585928	2013-04-16
SAMN02585929	2013-04-16
SAMN02585930	2013-04-16
SAMN02585931	2013-06-16
SAMN02585932	2013-04-16
SAMN02585934	2013-04-17
SAMN02585935	2013-04-23
SAMN02585937	2013-04-23
SAMN02585938	2013-04-23
SAMN02585940	2013-04-24
SAMN02585941	2013-04-24
SAMN02585942	2013-04-24
SAMN02585943	2013-04-30
SAMN02585944	2013-04-30
SAMN02585945	2013-04-30
SAMN02585947	2013-05-07
SAMN02585948	2013-07-17
SAMN02585949	2013-07-23
SAMN02585950	2013-07-31
SAMN02585951	2013-07-31
SAMN02585953	2013-08-14
SAMN02585954	2013-08-21
SAMN02585955	2013-08-27
SAMN02585956	2013-08-27
SAMN02585957	2013-05-27
SAMN02585958	2011-05-14
SAMN02585959	2013-02-20
SAMN02585960	2013-06-03
SAMN02585961	2013-05-23
SAMN02585962	2013-05-17
SAMN02585963	2013-05-23
SAMN02585964	2013-06-04
SAMN02585965	2013-05-21
SAMN02585966	2013-05-29
SAMN02585967	2012-11-08
SAMN02585968	2013-07-18
SAMN02585969	2013-05-10
SAMN02585970	2013-07-11
SAMN02585971	2013-07-22
SAMN02585972	2013-07-18
SAMN02585973	2013-07-05
SAMN02585974	2013-07-19
SAMN02585975	2013-07-04
SAMN02585976	2013-07-11
SAMN02585977	2013-07-04
SAMN02585978	2013-07-05
SAMN02585979	2013-07-24
SAMN02585980	2013-07-24
SAMN02585981	2013-05-17
SAMN02585983	2013-05-24
SAMN02585985	2013-05-29
SAMN02585986	2013-05-29
SAMN02585987	2013-05-31
SAMN02585988	2013-05-31
SAMN02585990	2013-06-07
SAMN02585991	2013-06-10
SAMN02585992	2013-06-10
SAMN02585993	2013-06-12
SAMN02585996	2013-06-19
SAMN02585997	2013-06-21
SAMN02585999	2013-06-26
SAMN02586000	2013-06-28
SAMN02586001	2013-07-03
SAMN02586002	2013-07-03
SAMN02586003	2013-07-04
SAMN02586004	2013-07-10
SAMN02586007	2013-07-15
SAMN02586008	2013-07-15
SAMN02586009	2013-07-17
SAMN02586011	2013-07-18
SAMN02586012	2013-07-18
SAMN02586014	2013-07-24
SAMN02586015	2013-07-25
SAMN02586016	2013-07-29
SAMN02586017	2013-08-19
SAMN02586018	2013-08-20
SAMN02586019	2013-08-23
SAMN02586021	2013-05-29
SAMN02586022	2013-05-31
SAMN02586023	2013-05-31
SAMN02586024	2013-06-05
SAMN02586025	2013-06-07
SAMN02586026	2013-06-10
SAMN02586027	2013-06-10
SAMN02586028	2013-06-11
SAMN02586029	2013-06-12
SAMN02586030	2013-06-12
SAMN02586031	2013-06-14
SAMN02586032	2013-06-19
SAMN02586033	2013-06-19
SAMN02586034	2013-06-21
SAMN02586035	2013-06-26
SAMN02586037	2013-07-03
SAMN02586039	2013-07-11
SAMN02586040	2013-07-12
SAMN02586041	2013-07-12
SAMN02586042	2013-07-15
SAMN02586043	2013-07-15
SAMN02586044	2013-07-17
SAMN02586045	2013-07-17
SAMN02586046	2013-07-18
SAMN02586047	2013-07-18
SAMN02586049	2013-07-22
SAMN02586050	2013-07-24
SAMN02586051	2013-07-29
SAMN02586054	2013-07-09
SAMN02586055	2013-08-10
SAMN02586056	2013-07-03
SAMN02586057	2013-07-24
SAMN02586058	2013-07-11
SAMN02586059	2013-07-14
SAMN02586060	2013-07-26
SAMN02586061	2013-07-10
SAMN02586062	2013-07-25
SAMN02586063	2013-07-02
SAMN02586064	2013-08-01
SAMN02586065	2013-07-30
SAMN02586066	2013-05-23
SAMN02586067	2013-06-18
SAMN02586068	2013-07-24
SAMN02586069	2013-07-31
SAMN02586070	2013-08-06
SAMN02586071	2013-07-23
SAMN02586072	2013-07-26
SAMN02586074	2013-08-06
SAMN02586075	2013-07-26
SAMN02586077	2013-08-01
SAMN02586079	2013-08-05
SAMN02586080	2013-08-05
SAMN02586081	2013-07-23
SAMN02586082	2013-07-15
SAMN02586083	2013-08-01
SAMN02586084	2013-07-25
SAMN02586085	2013-07-30
SAMN02586086	2013-07-23
SAMN02586087	2013-08-07
SAMN02586088	2013-07-25
SAMN02586089	2013-08-08
SAMN02586090	2013-07-30
SAMN02586091	2013-08-05
SAMN02586092	2013-08-07
SAMN02586093	2013-07-10
SAMN02586094	2013-08-23
SAMN02586095	2013-08-08
SAMN02586096	2013-07-16
SAMN02586097	2013-07-31
SAMN02586099	2013-08-23
SAMN02586100	2013-08-08
SAMN02586101	2013-08-23
SAMN02586102	2013-08-04
SAMN02586103	2013-08-14
SAMN02586104	2013-07-30
SAMN02597331	2013-08
SAMN02597332	2013-08
SAMN02598956	2001
SAMN02598957	2001
SAMN02598958	2001
SAMN02598959	2001
SAMN02598960	2001
SAMN02598961	2001
SAMN02598962	2001
SAMN02598963	2001
SAMN02598964	2001
SAMN02598965	2001
SAMN02598966	2001
SAMN02598967	2001
SAMN02598968	2001
SAMN02598969	2001
SAMN02598970	2001
SAMN02598971	2001
SAMN02598972	2001
SAMN02598973	2001
SAMN02598974	2001
SAMN02598975	2001
SAMN02598976	2001
SAMN02598977	2001
SAMN02598978	2002
SAMN02598979	2002
SAMN02598980	2002
SAMN02598981	2002
SAMN02598982	2002
SAMN02598983	2002
SAMN02598984	2002
SAMN02598985	2002
SAMN02598986	2002
SAMN02598987	2002
SAMN02598988	2002
SAMN02598989	2002
SAMN02598990	2002
SAMN02598991	2002
SAMN02598992	2002
SAMN02598993	2002
SAMN02598994	2002
SAMN02598995	2002
SAMN02598996	2002
SAMN02598997	2002
SAMN02598998	2002
SAMN02598999	2002
SAMN02599000	2002
SAMN02599001	2002
SAMN02599002	2002
SAMN02599003	2002
SAMN02599004	2002
SAMN02599005	2002
SAMN02599006	2002
SAMN02599007	2002
SAMN02599008	2002
SAMN02599009	2002
SAMN02599010	2002
SAMN02599011	2002
SAMN02599012	2002
SAMN02599013	2002
SAMN02599014	2002
SAMN02599015	2002
SAMN02599016	2002
SAMN02599017	2002
SAMN02599018	2002
SAMN02599019	2002
SAMN02599020	2002
SAMN02599021	2002
SAMN02599022	2002
SAMN02599023	2002
SAMN02599024	2002
SAMN02599025	2002
SAMN02599026	2002
SAMN02599027	2002
SAMN02599028	2002
SAMN02599029	2002
SAMN02599030	2002
SAMN02599031	2002
SAMN02599032	2002
SAMN02599033	2002
SAMN02599034	2002
SAMN02599035	2002
SAMN02599036	2002
SAMN02599037	2002
SAMN02599038	2002
SAMN02599039	2002
SAMN02599040	2002
SAMN02599041	2002
SAMN02599042	2002
SAMN02599043	2002
SAMN02599044	2002
SAMN02599045	2002
SAMN02599046	2002
SAMN02599047	2002
SAMN02599048	2002
SAMN02599049	2002
SAMN02599050	2002
SAMN02599051	2002
SAMN02599052	2002
SAMN02599053	2002
SAMN02599054	2002
SAMN02599055	2002
SAMN02599056	2002
SAMN02599057	2002
SAMN02599058	2002
SAMN02599059	2002
SAMN02599060	2003
SAMN02599061	2003
SAMN02599062	2003
SAMN02599063	2003
SAMN02599064	2003
SAMN02599065	2003
SAMN02599066	2003
SAMN02599067	2003
SAMN02599068	2003
SAMN02599069	2003
SAMN02599070	2003
SAMN02599071	2003
SAMN02599072	2003
SAMN02599073	2003
SAMN02599074	2003
SAMN02599075	2003
SAMN02599076	2003
SAMN02599077	2003
SAMN02599078	2003
SAMN02599079	2003
SAMN02599080	2003
SAMN02599081	2003
SAMN02599082	2003
SAMN02599083	2003
SAMN02599084	2003
SAMN02599085	2003
SAMN02599086	2003
SAMN02599088	2003
SAMN02599089	2003
SAMN02599090	2003
SAMN02599091	2003
SAMN02599092	2003
SAMN02599093	2003
SAMN02599094	2003
SAMN02599095	2003
SAMN02599096	2003
SAMN02599097	2003
SAMN02599098	2003
SAMN02599099	2003
SAMN02599100	2003
SAMN02599101	2003
SAMN02599102	2003
SAMN02599103	2003
SAMN02599104	2003
SAMN02599105	2003
SAMN02599106	2003
SAMN02599107	2003
SAMN02599108	2003
SAMN02599109	2003
SAMN02599110	2003
SAMN02599111	2003
SAMN02599112	2003
SAMN02599113	2003
SAMN02599114	2003
SAMN02599115	2003
SAMN02599116	2003
SAMN02599117	2003
SAMN02599118	2003
SAMN02599119	2003
SAMN02599120	2003
SAMN02599121	2003
SAMN02599122	2003
SAMN02599123	2003
SAMN02599124	2003
SAMN02599125	2003
SAMN02599126	2003
SAMN02599127	2003
SAMN02599129	2003
SAMN02599130	2003
SAMN02599131	2003
SAMN02599132	2003
SAMN02599133	2003
SAMN02599134	2003
SAMN02599135	2003
SAMN02599136	2003
SAMN02599137	2003
SAMN02599138	2003
SAMN02599140	2003
SAMN02599141	2003
SAMN02599142	2003
SAMN02599143	2003
SAMN02599144	2003
SAMN02599145	2003
SAMN02599146	2003
SAMN02599147	2002
SAMN02599148	2002
SAMN02599149	2002
SAMN02599150	2002
SAMN02599151	2002
SAMN02599152	2002
SAMN02599153	2002
SAMN02599154	2002
SAMN02599156	2003
SAMN02599157	2003
SAMN02599158	2003
SAMN02599159	2003
SAMN02599160	2003
SAMN02599161	2003
SAMN02599162	2003
SAMN02599163	2003
SAMN02599164	2003
SAMN02599165	2003
SAMN02599167	2003
SAMN02599168	2003
SAMN02599169	2003
SAMN02599170	2003
SAMN02599171	2002
SAMN02599172	2003
SAMN02599173	2003
SAMN02599174	2003
SAMN02599175	2003
SAMN02599176	2003
SAMN02599177	2003
SAMN02599179	2003
SAMN02599180	2003
SAMN02599181	2003
SAMN02599182	2003
SAMN02599183	2003
SAMN02599184	2000
SAMN02603011	2005
SAMN02628478	2012-06
SAMN02628479	2013-07
SAMN02628481	2009-01
SAMN02628483	2013-02
SAMN02628484	2013-04
SAMN02628485	2012-06
SAMN02628487	2013-09
SAMN02628488	2012-04
SAMN02628489	2013-07
SAMN02628490	2013-09
SAMN02628491	2013-06
SAMN02628493	2009-01
SAMN02628498	2011-02
SAMN02628499	2010-08
SAMN02628500	2010-07
SAMN02628501	2011-05
SAMN02628502	2010-04
SAMN02628503	2013-06
SAMN02628504	2012-02
SAMN02628505	2010-05
SAMN02628506	2011-06
SAMN02628507	2012-07-01
SAMN02628508	2013-05
SAMN02628509	2009-04
SAMN02628510	2012-04
SAMN02628517	2012-04-01
SAMN02628520	2013-07
SAMN02628522	2012-06
SAMN02628523	2013-02
SAMN02628526	2011-05
SAMN02628527	2011-07
SAMN02673323	2007-01-25
SAMN02673324	2007-02-26
SAMN02673325	2007-06-25
SAMN02673326	2010-03-08
SAMN02673327	2007-06-15
SAMN02673328	2007-09-28
SAMN02673329	2007-10-26
SAMN02673330	2008-06-20
SAMN02688394	2007-04-12
SAMN02713587	2008-10-31
SAMN02731427	2011-10-11
SAMN02767600	2006-05-17
SAMN02777350	2012-12-13
SAMN02797826	2008-08-18
SAMN02797828	2006-07-28
SAMN02803802	1998
SAMN02819975	2006-04-05
SAMN02819976	2009-03-29
SAMN02819977	2006-03-03
SAMN02819978	2009-02-06
SAMN02820311	2004-02-16
SAMN02837622	2004-10-12
SAMN02837623	2004-03-20
SAMN02837624	2005-07-07
SAMN02837625	2005-08-17
SAMN02837626	2006-03-07
SAMN02837627	2005-06-02
SAMN02837628	2007-02-01
SAMN02837629	2007-08-09
